MOVID,director
166946.0,John Lee Hancock
167018.0,John Hamburg
167036.0,Garth Jennings
167064.0,Raoul Peck
167296.0,Tod Browning
167370.0,Justin Kurzel
167380.0,Lasse Hallström
167538.0,Wayne Berwick
167634.0,Richie Keen
167706.0,Hank Rogerson
167732.0,Roger Spottiswoode
167746.0,Chris McKay
167772.0,Trey Parker
167790.0,Oksana Karas
167854.0,Marcus Raboy
168026.0,Louis D'Esposito
168090.0,Tatsuya Oishi
168144.0,Michael Blieden
168174.0,Jeannie Gaffigan
168218.0,Tatsuya Oishi
168248.0,Chad Stahelski
168250.0,Jordan Peele
168252.0,James Mangold
168254.0,Jordan Vogt-Roberts
168266.0,Danny Boyle
168326.0,Michael Showalter
168350.0,Jim O'Hanlon
168358.0,Stanley Donen
168366.0,Bill Condon
168418.0,Tom McGrath
168456.0,Charles Burmeister
168492.0,Luca Guadagnino
168608.0,Dee Rees
168612.0,Rupert Sanders
168632.0,Jay Karas
168712.0,James Foley
168846.0,Neal Brennan
169034.0,Beyoncé
169180.0,Anne Hamilton
169670.0,Jeremy Gillespie
169904.0,Steve Wang
169912.0,Ted Demme
169958.0,Sarah Adina Smith
169982.0,Dean Israelite
169984.0,Ridley Scott
169992.0,Ben Wheatley
170289.0,Brad Turner
170297.0,Will Meugniot
170355.0,David Lynch
170357.0,Stan Lathan
170399.0,Dax Shepard
170401.0,Jeffrey Blitz
170411.0,Stan Lathan
170551.0,Jee-woon Kim
170597.0,Aleksandr Tatarskiy
170697.0,Marc Webb
170777.0,Eduard Nazarov
170813.0,Seth Gordon
170817.0,Jonathan Levine
170827.0,Alex Kurtzman
170837.0,Mark Rosman
170875.0,F. Gary Gray
170897.0,Steven Brill
170907.0,Ted Braun
170937.0,Joe Swanberg
170939.0,David Soren
170945.0,Trey Edward Shults
170957.0,Brian Fee
170993.0,Nick Guthe
171023.0,Brett Haley
171251.0,Brian Knappenberger
171631.0,Jessica Yu
171695.0,Marty Callner
171701.0,Albert Serra
171751.0,Rajkumar Hirani
171759.0,Sofia Coppola
171763.0,Edgar Wright
171765.0,Bong Joon Ho
171811.0,Juliusz Machulski
171867.0,Lucia Aniello
171891.0,Vlad Yudin
171917.0,Léa Fazer
172013.0,Maria Schrader
172215.0,Don Barnhart
172229.0,Martha Coolidge
172233.0,Gregory Mosher
172253.0,Thom Eberhardt
172461.0,Dylan Bank
172497.0,John Bruno
172547.0,Kyle Balda
172577.0,Aleksandr Tatarskiy
172585.0,Boris Stepantsev
172587.0,Vladimir Popov
172589.0,Vladimir Popov
172591.0,Francis Ford Coppola
172705.0,Sara Taksler
172793.0,Boris Stepantsev
172825.0,Roman Davydov
172875.0,Shin'ichirô Watanabe
172881.0,Andrew R. Jones
172887.0,Shin'ichirô Watanabe
172909.0,Roman Kachanov
173145.0,Matt Reeves
173197.0,Ruben Östlund
173205.0,Noah Baumbach
173209.0,David Michôd
173235.0,Kyoko Miyake
173253.0,Marcus Raboy
173255.0,Liz Plonka
173291.0,Luc Besson
173307.0,Mathieu Ratthe
173317.0,Johan Grimonprez
173351.0,Robert Sahakyants
173355.0,Eduard Nazarov
173535.0,Igor Maslennikov
173619.0,Francis Veber
173751.0,Simon Dixon
173925.0,Tommy Wirkola
173941.0,David Leitch
173963.0,Jan Sverák
174045.0,Jay Baruchel
174053.0,Carl Tibbetts
174055.0,Christopher Nolan
174141.0,Eiichi Yamamoto
174479.0,Ben O'Brien
174551.0,Leonid Gaidai
174681.0,Michael John Warren
174727.0,Benny Safdie
174737.0,Luigi Comencini
174815.0,Andrew Jay Cohen
174909.0,Steven Soderbergh
175197.0,Nikolaj Arcel
175199.0,David F. Sandberg
175293.0,Roman Kachanov
175303.0,Andy Muschietti
175387.0,Vasiliy Livanov
175397.0,Robert Sahakyants
175401.0,Mikhail Kamenetskiy
175431.0,Vladimir Popov
175435.0,Leonid Nosyrev
175475.0,Tony Leondis
175485.0,Adam Wingard
175569.0,Taylor Sheridan
175577.0,Scott Moran
175585.0,Ric Roman Waugh
175661.0,Patrick Hughes
175693.0,Erica Hayes
175705.0,Claude Faraldo
175707.0,Christian Krönes
175743.0,Julian Radlmaier
175781.0,Erich Neuberg
176051.0,Todd Grimes
176101.0,Matthew Vaughn
176329.0,Eric Abrams
176371.0,Denis Villeneuve
176389.0,Cal Brunker
176413.0,Doris Dörrie
176415.0,Doris Dörrie
176419.0,Darren Aronofsky
176423.0,Bryan Fogel
176579.0,Gerald Rascionato
176601.0,Doug Aitken
176621.0,Fyodor Khitruk
176751.0,Doug Liman
176805.0,Rob Meyer
176935.0,Dean Devlin
177185.0,Maz Jobrani
177285.0,Tomohiko Itô
177593.0,Martin McDonagh
177615.0,Greta Gerwig
177763.0,Kenneth Branagh
177765.0,Lee Unkrich
177939.0,Masaaki Yuasa
178061.0,Craig Gillespie
178111.0,Akiyuki Shinbo
178129.0,Alexia Anastasio
178323.0,Chris Moukarbel
178613.0,Stan Lathan
178615.0,Ray Yeung
178827.0,Paul King
179053.0,Luke Scott
179073.0,Édouard Molinaro
179119.0,Armando Iannucci
179133.0,Dorota Kobiela
179211.0,Jay Karas
179401.0,Jake Kasdan
179427.0,Dane Cook
179491.0,Joe Lynch
179511.0,Felix Fuchssteiner
179709.0,Woody Allen
179749.0,Patrick Brice
179813.0,Rob Reiner
179815.0,Dan Gilroy
179817.0,Joe Wright
179819.0,Rian Johnson
179953.0,Jon Lucas
180031.0,Guillermo del Toro
180045.0,Aaron Sorkin
180095.0,Stephen Chbosky
180231.0,Sean Anders
180265.0,Chris Smith
180297.0,James Franco
180497.0,Steven Spielberg
180777.0,Loretta Walz
180985.0,Michael Gracey
180987.0,Carlos Saldanha
181065.0,Brian Klein
181139.0,Marcus Raboy
181315.0,Paul Thomas Anderson
181413.0,Josh Greenbaum
181659.0,Jay Chapman
181719.0,Jeff Bleckner
182293.0,Cal Dalton
182297.0,Robert Clampett
182299.0,Ben Hardaway
182639.0,Mahiro Maeda
182715.0,Alex Garland
182727.0,Scott Ellis
182731.0,Mark A.Z. Dippé
182749.0,Marcus Raboy
182793.0,Donatella Maiorca
182823.0,David Ayer
183011.0,Jaume Collet-Serra
183197.0,Stan Lathan
183199.0,Jonathan Olshefski
183227.0,Stan Lathan
183295.0,Adam Robitel
183301.0,Jim Henson
183317.0,David Burton Morris
183611.0,John Francis Daley
183635.0,Wes Ball
183897.0,Wes Anderson
183911.0,Dito Montiel
183959.0,Jay Karas
184015.0,Ari Sandel
184053.0,Greg Aronowitz
184245.0,Johan van der Keuken
184253.0,Julius Onah
184349.0,Marcos Carnevale
184471.0,Roar Uthaug
184641.0,Fumihiko Sori
184721.0,Paul Schrader
184791.0,Lance Bangs
184931.0,Eli Roth
184987.0,Ava DuVernay
184997.0,Greg Berlanti
185029.0,John Krasinski
185031.0,Albert Hughes
185033.0,Anders Walter
185135.0,Paul McGuigan
185435.0,Kyle Newacheck
185473.0,Kay Cannon
185585.0,Steven S. DeKnight
186587.0,Brad Peyton
187031.0,J.A. Bayona
187541.0,Brad Bird
187593.0,David Leitch
187595.0,Ron Howard
187717.0,Morgan Neville
188189.0,Boots Riley
188301.0,Peyton Reed
188675.0,Matteo Garrone
188751.0,Ol Parker
188797.0,Jeff Tomsic
188833.0,Terry Gilliam
189043.0,Shana Feste
189111.0,Laura Fairrie
189333.0,Christopher McQuarrie
189381.0,Director X.
189547.0,Brett Kelly
189713.0,Spike Lee
190183.0,Jennifer Yuh Nelson
190207.0,Viktor Chouchkov
190209.0,Stuart Miller
190213.0,João Nicolau
190215.0,Carolina Jabor
190219.0,Chris Wedge
190221.0,Agnès Varda
191005.0,Yûichi Fukuda
193565.0,Shinji Takamatsu
193567.0,Tatsuyuki Nagai
193571.0,Keisuke Yoshida
193573.0,Takahiko Kyôgoku
193581.0,Noriyuki Abe
193583.0,Atsuko Ishizuka
193585.0,Bruce Beresford
193587.0,Takuya Igarashi
193609.0,Jay Dubin
