MOVID,director
5128.0,Michael Rymer
5131.0,Michael Kalesniko
5134.0,Barry Skolnick
5135.0,Mira Nair
5136.0,Larry Fessenden
5137.0,Doug Pray
5139.0,Michael Ritchie
5146.0,Jack Fletcher
5147.0,Ingmar Bergman
5151.0,Michael Lehmann
5152.0,Randall Wallace
5155.0,Jack Hill
5156.0,Jack Hill
5159.0,Bill Kroyer
5165.0,Lucio Fulci
5168.0,Stanley Donen
5170.0,Kevin Bray
5171.0,Simon Wells
5177.0,Orson Welles
5178.0,Rafal Zielinski
5181.0,James L. Conway
5187.0,Ronald Neame
5189.0,Barbara Peeters
5197.0,Ron Maxwell
5198.0,John Mackenzie
5202.0,Alain Resnais
5205.0,Kevin Connor
5209.0,Andrew V. McLaglen
5212.0,Eric Karson
5213.0,Gilbert Cates
5214.0,Carl Reiner
5218.0,Chris Wedge
5219.0,Paul W.S. Anderson
5220.0,Tom Dey
5221.0,Élie Chouraqui
5222.0,Charles Herman-Wurmfeld
5224.0,B.Z. Goldberg
5225.0,Alfonso Cuarón
5226.0,Michael Chapman
5231.0,David Butler
5237.0,Harold Becker
5238.0,John Sayles
5239.0,Jack Hazan
5240.0,Paul Glickler
5241.0,Jay Sandrich
5244.0,Robert Houston
5246.0,Hal Needham
5247.0,Hal Needham
5248.0,Dick Lowry
5250.0,Sidney Poitier
5254.0,Guillermo del Toro
5255.0,Wallace Wolodarsky
5256.0,Pete Jones
5258.0,David Gordon Green
5264.0,Jonathan Frakes
5265.0,Danny DeVito
5266.0,David Fincher
5267.0,John Lee Hancock
5268.0,Hal Hartley
5269.0,Michael Haneke
5272.0,Laurent Cantet
5275.0,Martin Scorsese
5278.0,James Frawley
5279.0,James Lapine
5282.0,Carl Franklin
5283.0,Walt Becker
5284.0,John McKay
5285.0,Peter Cattaneo
5288.0,Jayne Loader
5291.0,Akira Kurosawa
5292.0,George Roy Hill
5293.0,Roger Michell
5294.0,Bill Paxton
5296.0,Roger Kumble
5297.0,Peter Bogdanovich
5298.0,Michel Gondry
5299.0,Joel Zwick
5300.0,Delmer Daves
5303.0,John Patrick Shanley
5304.0,Roberto Rossellini
5307.0,Arthur Hiller
5308.0,Leonard Nimoy
5309.0,Emile Ardolino
5311.0,John Hough
5312.0,Barbet Schroeder
5313.0,Chuck Russell
5316.0,Michael Apted
5319.0,Fabián Bielinsky
5321.0,Clare Peploe
5322.0,Bart Freundlich
5323.0,James Isaac
5324.0,Stephen Herek
5325.0,Stacy Peralta
5328.0,Christine Jeffs
5329.0,D.J. Caruso
5333.0,Jean-Pierre Melville
5334.0,Roger Donaldson
5337.0,Tom Mankiewicz
5338.0,Peter Masterson
5339.0,Woody Allen
5341.0,Bob Fosse
5345.0,Robert M. Young
5346.0,Zalman King
5347.0,Scott Kalvert
5348.0,Woody Allen
5349.0,Sam Raimi
5353.0,Milton Katselas
5356.0,Bill Rebane
5357.0,Charles Haid
5358.0,Bob Rafelson
5361.0,Randal Kleiser
5363.0,Ed Decter
5364.0,Adrian Lyne
5365.0,Éric Rohmer
5372.0,David Butler
5373.0,Mikhail Kalatozov
5375.0,George Sidney
5377.0,Chris Weitz
5378.0,George Lucas
5379.0,Henry Bean
5380.0,Oliver Parker
5382.0,James Fargo
5384.0,Robert Wise
5385.0,Martin Scorsese
5387.0,Michael Apted
5388.0,Christopher Nolan
5389.0,Kelly Asbury
5390.0,Roman Coppola
5391.0,Jill Sprecher
5397.0,Howard Hawks
5398.0,Ralph Nelson
5400.0,Phil Alden Robinson
5401.0,Malcolm D. Lee
5404.0,David Hugh Jones
5409.0,Dwight H. Little
5410.0,Douglas Trumbull
5414.0,Joel Schumacher
5415.0,Callie Khouri
5416.0,Finn Taylor
5417.0,Zacharias Kunuk
5418.0,Doug Liman
5419.0,Raja Gosnell
5420.0,John Woo
5421.0,Peter Care
5422.0,Alan Taylor
5423.0,Paul McGuigan
5424.0,James Toback
5425.0,Jan Sverák
5427.0,Carl Gottlieb
5428.0,Tommy Chong
5433.0,Daniel Attias
5434.0,Anatole Litvak
5435.0,Martin Ritt
5437.0,Marshall Brickman
5438.0,Emilio Estevez
5440.0,John Ford
5442.0,Jeff Kanew
5443.0,Jesse Vaughan
5444.0,Dean DeBlois
5445.0,Steven Spielberg
5446.0,Phillip Noyce
5447.0,John Sayles
5448.0,Tuck Tucker
5449.0,Steven Brill
5450.0,Nicole Holofcener
5451.0,Anthony Abrams
5452.0,Tom Ropelewski
5454.0,Peter MacDonald
5455.0,Michael Lindsay-Hogg
5456.0,Peter Markle
5458.0,John Schultz
5459.0,Barry Sonnenfeld
5460.0,Craig McCracken
5461.0,Sandra Goldbacher
5462.0,John Stainton
5463.0,Rob Bowman
5464.0,Sam Mendes
5465.0,Shunji Iwai
5466.0,Yvan Attal
5468.0,Nathan Juran
5470.0,Anthony Asquith
5471.0,James Bridges
5472.0,Peter H. Hunt
5475.0,Costa-Gavras
5476.0,Rick Rosenthal
5477.0,Julio Medem
5478.0,Ellory Elkayem
5479.0,Kathryn Bigelow
5480.0,Rob Minkoff
5481.0,Jay Roach
5483.0,Nanette Burstein
5485.0,Gary Winick
5486.0,Chris Ver Wiel
5489.0,Werner Herzog
5490.0,James Frawley
5493.0,Gordon Douglas
5497.0,Daniel Mann
5498.0,Akira Kurosawa
5499.0,Richard Lester
5500.0,Jim Abrahams
5501.0,Perry Andelin Blake
5502.0,M. Night Shyamalan
5503.0,Gabriele Muccino
5504.0,Robert Rodriguez
5505.0,Miguel Arteta
5506.0,Clint Eastwood
5507.0,Rob Cohen
5508.0,Michael Winterbottom
5512.0,Babak Payami
5513.0,David Raynr
5515.0,Roy Andersson
5521.0,Christopher Cain
5522.0,Norman Jewison
5523.0,Ron Underwood
5524.0,John Stockwell
5525.0,Sandra Nettelbeck
5527.0,Neil LaBute
5528.0,Mark Romanek
5529.0,Reginald Hudlin
5530.0,Andrew Niccol
5531.0,Walter Hill
5532.0,Julie Davis
5537.0,Raja Amari
5538.0,Arna Selznick
5539.0,Dale Schott
5540.0,Desmond Davis
5541.0,Jim Abrahams
5543.0,Irwin Allen
5544.0,Nicholas Meyer
5548.0,Paul Mazursky
5550.0,Robert D. Webb
5553.0,John Badham
5556.0,William Malone
5560.0,René Clair
5562.0,Rich Murray
5563.0,Michael Caton-Jones
5564.0,John Polson
5568.0,Amy Heckerling
5569.0,Wes Craven
5570.0,Alejandro Amenábar
5572.0,Tim Story
5573.0,Bruce McCulloch
5574.0,Louis Leterrier
5575.0,Claude Miller
5577.0,Burr Steers
5580.0,Patrick Hasburgh
5581.0,Alan Alda
5582.0,Thom Eberhardt
5584.0,John R. Cherry III
5585.0,John R. Cherry III
5588.0,Wes Craven
5589.0,Mike Binder
5590.0,Michael Campus
5591.0,Franco Amurri
5596.0,Patrick Read Johnson
5597.0,Burt Kennedy
5601.0,Clarence Brown
5602.0,Alexander Mackendrick
5603.0,Charles Crichton
5604.0,Alexander Mackendrick
5607.0,Juan José Campanella
5608.0,Oliver Hirschbiegel
5609.0,Wych Kaosayananda
5610.0,Bob Dolman
5611.0,Shekhar Kapur
5612.0,Luis Mandoki
5613.0,François Ozon
5614.0,Ferzan Ozpetek
5615.0,Werner Herzog
5617.0,Steven Shainberg
5618.0,Hayao Miyazaki
5619.0,Eugene Jarecki
5620.0,Andy Tennant
5621.0,Kevin Donovan
5625.0,Brad Silberling
5628.0,Gérard Krawczyk
5629.0,Mike Nawrocki
5630.0,Brett Ratner
5632.0,Paul Greengrass
5633.0,Tom Tykwer
5635.0,George Hickenlooper
5636.0,Anthony Russo
5637.0,John Duigan
5638.0,Ishirô Honda
5640.0,Ishirô Honda
5643.0,Godfrey Reggio
5644.0,Sam Wood
5646.0,Milos Forman
5649.0,Terence Fisher
5650.0,Rick Moranis
5651.0,Arthur Lubin
5657.0,Franco Amurri
5663.0,David Twohy
5664.0,Rick Famuyiwa
5665.0,Brian Koppelman
5666.0,Roger Avary
5667.0,Jay Russell
5668.0,Peter Kosminsky
