MOVID,director
6996.0,Russell Mulcahy
6997.0,Danny DeVito
6998.0,Michael Lessac
6999.0,Frank Oz
7000.0,Michael Lehmann
7001.0,Philip Kaufman
7004.0,Ivan Reitman
7005.0,David S. Ward
7007.0,Tony Scott
7008.0,Bernardo Bertolucci
7009.0,George Miller
7010.0,Jean-Jacques Annaud
7012.0,James Orr
7013.0,Charles Laughton
7015.0,Chris Columbus
7016.0,Menahem Golan
7017.0,Kevin Hooks
7018.0,Alan J. Pakula
7019.0,Jonathan Kaplan
7020.0,Jocelyn Moorhouse
7022.0,Kinji Fukasaku
7023.0,Ang Lee
7024.0,Pier Paolo Pasolini
7025.0,Keith Gordon
7026.0,Carl Reiner
7027.0,Lawrence Kasdan
7028.0,Howard Franklin
7030.0,Richard Donner
7031.0,Russell Mulcahy
7032.0,Tony Scott
7033.0,Herbert Ross
7034.0,Lukas Moodysson
7036.0,Rod Daniel
7037.0,Pedro Almodóvar
7038.0,Rodrigo García
7040.0,William Friedkin
7041.0,George Gallo
7044.0,David Lynch
7045.0,Nicolas Roeg
7046.0,George Miller
7047.0,Michael Cimino
7048.0,Steve Oedekerk
7049.0,Thornton Freeland
7050.0,Mark Sandrich
7051.0,Clive Donner
7052.0,John Ford
7053.0,William A. Seiter
7054.0,Mervyn LeRoy
7055.0,George Stevens
7056.0,William A. Wellman
7057.0,William Dieterle
7058.0,Michael Curtiz
7059.0,Clarence Brown
7060.0,Norman Jewison
7061.0,Edmund Goulding
7062.0,John Frankenheimer
7063.0,Werner Herzog
7064.0,Jean Cocteau
7065.0,D.W. Griffith
7067.0,Federico Fellini
7069.0,Roman Polanski
7070.0,Howard Hawks
7071.0,John Cassavetes
7072.0,John Ford
7073.0,Blake Edwards
7074.0,Donald Crisp
7075.0,Melvin Frank
7076.0,Peter Yates
7078.0,William Wyler
7079.0,William Dieterle
7080.0,Lloyd Bacon
7082.0,Delbert Mann
7083.0,Karel Reisz
7084.0,Herbert Ross
7085.0,Norman Jewison
7086.0,Anthony Asquith
7087.0,David Lean
7088.0,Marcel Camus
7089.0,Federico Fellini
7090.0,Yimou Zhang
7091.0,Norman Z. McLeod
7092.0,Clarence Brown
7093.0,Billy Wilder
7096.0,Thomas Riedelsheimer
7099.0,Hayao Miyazaki
7101.0,Michael Caton-Jones
7102.0,Tom Mankiewicz
7103.0,Tom Ropelewski
7104.0,Steven Spielberg
7107.0,Colin Higgins
7108.0,Kirk Wong
7109.0,Michelangelo Antonioni
7114.0,William Wyler
7115.0,Dario Argento
7116.0,Henri-Georges Clouzot
7117.0,Mark Jones
7118.0,Hiroyuki Yamaga
7121.0,George Cukor
7122.0,Philippe de Broca
7123.0,David Cronenberg
7124.0,Ron Mann
7125.0,Tom Gilroy
7127.0,Geoff Burrowes
7131.0,Delmer Daves
7132.0,Sam Wood
7134.0,Lars von Trier
7137.0,Wayne Kramer
7139.0,Jim Sheridan
7141.0,Jonathan Karsh
7142.0,Bille Woodruff
7143.0,Edward Zwick
7147.0,Tim Burton
7149.0,Nancy Meyers
7150.0,Bobby Farrelly
7151.0,Peter Webber
7153.0,Peter Jackson
7154.0,Mike Newell
7155.0,Nigel Cole
7156.0,Errol Morris
7158.0,Vadim Perelman
7160.0,Patty Jenkins
7161.0,Shawn Levy
7162.0,Anthony Minghella
7163.0,John Woo
7164.0,P.J. Hogan
7165.0,Robert Altman
7167.0,Sue Brooks
7169.0,Andy Cadiff
7171.0,Nick Broomfield
7173.0,John Hamburg
7175.0,Joseph Kahn
7176.0,Jafar Panahi
7177.0,Siddiq Barmak
7178.0,Jack Clayton
7179.0,Peter Kosminsky
7181.0,Stanley Kramer
7184.0,Sydney Pollack
7190.0,Delbert Mann
7191.0,Mark Herman
7192.0,Sheldon Lettich
7193.0,Renny Harlin
7202.0,Brian Yuzna
7205.0,John Milius
7206.0,Jacques Tati
7208.0,Victor Fleming
7209.0,Jacques Tati
7211.0,Joseph L. Mankiewicz
7212.0,Howard Hawks
7215.0,Howard Hawks
7216.0,Raoul Walsh
7217.0,Delmer Daves
7218.0,William A. Wellman
7219.0,Raoul Walsh
7222.0,Louis J. Gasnier
7223.0,Rudolph Maté
7225.0,George Butler
7228.0,Ralph Bakshi
7234.0,Federico Fellini
7235.0,Takashi Miike
7236.0,L.Q. Jones
7238.0,Andrzej Wajda
7243.0,D.W. Griffith
7245.0,Bert I. Gordon
7247.0,Ken Hughes
7248.0,Chatrichalerm Yukol
7251.0,Marc Rocco
7254.0,Eric Bress
7255.0,Robert Luketic
7256.0,Kevin Macdonald
7257.0,George Armitage
7258.0,Brian Robbins
7259.0,Chris Stokes
7260.0,C. Jay Cox
7261.0,Kevin Rodney Sullivan
7262.0,Bart Freundlich
7263.0,Gavin O'Connor
7264.0,Lucas Belvaux
7265.0,Bernardo Bertolucci
7266.0,Larry Blamire
7282.0,Dale Resteghini
7285.0,Catherine Hardwicke
7292.0,Willard Huyck
7293.0,Peter Segal
7294.0,Donald Petrie
7297.0,Bent Hamer
7299.0,François Dupeyron
7301.0,Robert Bresson
7302.0,Raoul Walsh
7303.0,George Stevens
7304.0,Bruno Bozzetto
7305.0,Bob Rafelson
7306.0,Luis Estrada
7307.0,Paul Verhoeven
7308.0,J. Lee Thompson
7310.0,John Irvin
7311.0,Sam Wood
7312.0,Norman Tokar
7315.0,Charles S. Dutton
7316.0,Sara Sugarman
7317.0,Jeff Schaffer
7318.0,Mel Gibson
7319.0,Jay Chandrasekhar
7320.0,Guy Ferland
7321.0,Philip Kaufman
7323.0,Wolfgang Becker
7324.0,Joe Johnston
7325.0,Todd Phillips
7326.0,Paul McGuigan
7327.0,Ingmar Bergman
7328.0,Ingmar Bergman
7333.0,Henri-Georges Clouzot
7335.0,Samuel Fuller
7336.0,Luchino Visconti
7340.0,Lisa Gottlieb
7344.0,Cliff Owen
7345.0,Kevin Allen
7346.0,Luke Greenfield
7347.0,David Koepp
7348.0,David Mamet
7349.0,Nir Bergman
7352.0,Lone Scherfig
7354.0,John McNaughton
7357.0,Mark Robson
7360.0,Zack Snyder
7361.0,Michel Gondry
7362.0,D.J. Caruso
7364.0,John Crowley
7366.0,Kevin Smith
7367.0,Ethan Coen
7368.0,Ernest R. Dickerson
7369.0,Raja Gosnell
7371.0,Lars von Trier
7372.0,Gregor Jordan
7373.0,Guillermo del Toro
7375.0,Martha Coolidge
7376.0,Kevin Bray
7377.0,Matthew Ryan Hoge
7379.0,John Lee Hancock
7380.0,Tommy O'Haver
7381.0,Howard Deutch
7382.0,Gabriele Salvatores
7386.0,Cecil B. DeMille
7387.0,George A. Romero
7390.0,Alex Steyermark
7394.0,Ken Annakin
7395.0,Walter Lang
7411.0,Tina Hirsch
7414.0,Martin Brest
7419.0,Martin Scorsese
7438.0,Quentin Tarantino
7439.0,Jonathan Hensleigh
7440.0,Elliot Berlin
7443.0,Michael Almereyda
7444.0,Gary Winick
7445.0,Tony Scott
7448.0,Barry Levinson
7449.0,Nick Hamm
7450.0,Peter Howitt
7451.0,Mark Waters
7454.0,Stephen Sommers
7455.0,Michael Burke
7457.0,Daniel Taplitz
7458.0,Wolfgang Petersen
7459.0,Hector Babenco
7460.0,Jim Jarmusch
7477.0,Jim Gillespie
7479.0,Herman Shumlin
7481.0,Wolfgang Petersen
7482.0,Robert Clouse
7486.0,Kar-Wai Wong
7487.0,Philip Kaufman
7492.0,George A. Romero
7493.0,Nunnally Johnson
7541.0,Michael Davis
7560.0,Sidney Lumet
7561.0,Bernard Rose
7562.0,Jan Kounen
7564.0,Masaki Kobayashi
7566.0,Michael Apted
7569.0,Lewis Gilbert
7570.0,John Glen
7572.0,Mike Nichols
7573.0,Irvin Kershner
7579.0,Robert Z. Leonard
7581.0,King Vidor
7584.0,George Stevens
7587.0,Jean-Pierre Melville
7614.0,Fred Zinnemann
7615.0,Donna Deitch
7616.0,Brian De Palma
7618.0,Richard Attenborough
7619.0,Arthur Penn
7620.0,Nick Broomfield
7624.0,Robert Mandel
7636.0,Brian De Palma
7647.0,Peter Bogdanovich
7649.0,Michael Vejar
7650.0,Michael Reeves
7657.0,Ryûhei Kitamura
7698.0,James Bridges
7700.0,Henri-Georges Clouzot
7701.0,Amy Heckerling
7702.0,Leo McCarey
7704.0,Menahem Golan
7705.0,George Cukor
7706.0,Victor Heerman
7707.0,Ken Kwapis
7708.0,Stanley Donen
7713.0,Jacques Tourneur
7714.0,Joshua Logan
7716.0,Arthur Hiller
7720.0,Richard Lester
7727.0,Herbert Ross
7728.0,Tay Garnett
7730.0,Joe Dante
7742.0,Jérôme Boivin
7743.0,Joe Dante
7745.0,Anh Hung Tran
7748.0,Jean-Luc Godard
7749.0,Jean-Luc Godard
7753.0,Mick Jackson
7756.0,Sergei M. Eisenstein
7757.0,Don Chaffey
7766.0,Akira Kurosawa
7767.0,Marco Tullio Giordana
7772.0,Vincente Minnelli
7773.0,Guy Ferland
7781.0,Michael Almereyda
7782.0,Luis Llosa
7786.0,Roko Belic
7789.0,Youssef Chahine
7792.0,Alan J. Pakula
7802.0,Walter Hill
7810.0,Michael Vejar
7811.0,Janet Greek
7812.0,Jesús Salvador Treviño
7815.0,David Byrne
7820.0,Ingmar Bergman
7822.0,John Ford
7826.0,Norman Z. McLeod
7831.0,W.S. Van Dyke
7832.0,Richard Thorpe
7833.0,W.S. Van Dyke
7834.0,W.S. Van Dyke
7835.0,Edward Buzzell
7839.0,Jack Conway
7840.0,George Stevens
7843.0,Christian Zübert
7844.0,Corey Yuen
7845.0,S.S. Wilson
7846.0,Brent Maddock
7879.0,Lorene Machado
7882.0,John Gilling
7883.0,Jacques Tourneur
7884.0,Bruce McDonald
7888.0,David Swift
7889.0,Sam Peckinpah
7891.0,Ubaldo Ragona
7894.0,Sergio Leone
7895.0,Sam Peckinpah
7896.0,Sam Peckinpah
7899.0,Jimmy Wang Yu
7900.0,Terence Fisher
7916.0,Paul Wendkos
7920.0,John Waters
7924.0,Akira Kurosawa
7925.0,Akira Kurosawa
7926.0,Akira Kurosawa
7930.0,Wes Craven
7932.0,Marc Singer
7934.0,Woody Allen
7936.0,Ingmar Bergman
7937.0,Ingmar Bergman
7938.0,Ingmar Bergman
7939.0,Ingmar Bergman
7940.0,Ingmar Bergman
7943.0,Robert Siodmak
7944.0,John Huston
7951.0,Clive Barker
7976.0,Larry Clark
7979.0,D.A. Pennebaker
7980.0,Richard Attenborough
7981.0,Andrew Lau
7982.0,Jee-woon Kim
7983.0,Woody Allen
7984.0,Stuart Gordon
7986.0,Stuart Gordon
7987.0,Stuart Gordon
7988.0,Stuart Gordon
7991.0,Paul Bartel
7993.0,Roger Corman
8008.0,Vincente Minnelli
8010.0,John G. Avildsen
8011.0,Sam Green
8012.0,Takeshi Kitano
8014.0,Kim Ki-duk
8015.0,Chuck Jones
8016.0,Sam Peckinpah
8019.0,Hideo Nakata
8024.0,Peter Bogdanovich
8025.0,Pavel Chukhray
8033.0,William Wyler
8035.0,Dario Argento
8042.0,Martin Scorsese
8043.0,Marshall Herskovitz
8044.0,Mervyn LeRoy
8045.0,John Irvin
8057.0,Richard Brooks
8092.0,Roger Corman
8093.0,Je-kyu Kang
8094.0,John Sturges
8117.0,Lasse Spang Olsen
8118.0,Aaron Norris
8119.0,Walter Hill
8121.0,Jean-François Pouliot
8125.0,F.W. Murnau
8126.0,Samuel Fuller
8128.0,Louis Malle
8131.0,John Putch
8132.0,Rowdy Herrington
8136.0,Jack Pollexfen
8137.0,Roger Corman
8138.0,Bernard L. Kowalski
8142.0,Takashi Miike
8143.0,Max Ophüls
8147.0,Ralph Nelson
8153.0,Vincente Minnelli
8154.0,Federico Fellini
8157.0,Hiroyuki Okiura
8158.0,Lili Fini Zanuck
8167.0,Michael Curtiz
8169.0,Matthew Robbins
8183.0,Lewis Gilbert
8188.0,Kenji Mizoguchi
8189.0,Louis Malle
8190.0,Arthur Hiller
8191.0,Charles Jarrott
8195.0,Michelangelo Antonioni
8196.0,Russ Meyer
8197.0,Alain Resnais
8199.0,Kenji Mizoguchi
8207.0,Fred Zinnemann
8225.0,Tom Savini
8228.0,Roy Del Ruth
8232.0,W.S. Van Dyke
8235.0,Fred C. Newmeyer
8236.0,Fritz Lang
8238.0,Alan Arkin
8239.0,Luis Buñuel
8241.0,Roger Christian
8253.0,Hayao Miyazaki
8254.0,Emir Kusturica
8261.0,Robert Altman
8264.0,Ellen Hovde
8266.0,Albert Magnoli
8268.0,John Badham
8270.0,Patrice Leconte
8275.0,James W. Horne
8290.0,Andrew V. McLaglen
8293.0,Beeban Kidron
8302.0,Lewis Milestone
8327.0,Takeshi Kitano
8331.0,William Keighley
8335.0,Leo McCarey
8336.0,Billy Wilder
8337.0,Edward Dmytryk
8338.0,Michael Powell
