MOVID,director
1017.0,Ken Annakin
1018.0,Robert Stevenson
1019.0,Richard Fleischer
1020.0,Jon Turteltaub
1021.0,William Dear
1022.0,Clyde Geronimi
1023.0,Wolfgang Reitherman
1024.0,Norman Ferguson
1025.0,Wolfgang Reitherman
1027.0,Kevin Reynolds
1028.0,Robert Stevenson
1029.0,Samuel Armstrong
1030.0,Don Chaffey
1031.0,Robert Stevenson
1032.0,Clyde Geronimi
1033.0,Ted Berman
1034.0,Matthew Bright
1035.0,Robert Wise
1036.0,John McTiernan
1037.0,Brett Leonard
1040.0,Christopher Hampton
1041.0,Mike Leigh
1042.0,Tom Hanks
1043.0,Michael Pressman
1046.0,Hettie Macdonald
1047.0,Renny Harlin
1049.0,Stephen Hopkins
1050.0,Al Pacino
1051.0,Steve Buscemi
1053.0,John McNaughton
1054.0,Spike Lee
1055.0,George P. Cosmatos
1056.0,Michael Winterbottom
1057.0,Woody Allen
1059.0,Baz Luhrmann
1060.0,Doug Liman
1061.0,Barry Levinson
1064.0,Tad Stones
1066.0,Mark Sandrich
1068.0,Edward Dmytryk
1073.0,Mel Stuart
1076.0,Jack Clayton
1077.0,Woody Allen
1078.0,Woody Allen
1079.0,Charles Crichton
1080.0,Terry Jones
1081.0,Blake Edwards
1082.0,Michael Ritchie
1083.0,Blake Edwards
1084.0,Arthur Penn
1085.0,John Sturges
1086.0,Alfred Hitchcock
1088.0,Emile Ardolino
1089.0,Quentin Tarantino
1090.0,Oliver Stone
1091.0,Ted Kotcheff
1092.0,Paul Verhoeven
1093.0,Oliver Stone
1094.0,Neil Jordan
1095.0,James Foley
1096.0,Alan J. Pakula
1097.0,Steven Spielberg
1099.0,Edwin L. Marin
1100.0,Tony Scott
1101.0,Tony Scott
1103.0,Nicholas Ray
1104.0,Elia Kazan
1105.0,Greg Spence
1107.0,Erik Burke
1111.0,Claude Nuridsany
1112.0,Alan Taylor
1114.0,Abel Ferrara
1116.0,Benoît Jacquot
1117.0,Jaco Van Dormael
1119.0,Peter Cohn
1120.0,Milos Forman
1121.0,Rich Wilkes
1123.0,R.J. Cutler
1124.0,Mark Rydell
1125.0,Blake Edwards
1126.0,Ate de Jong
1127.0,James Cameron
1128.0,John Carpenter
1129.0,John Carpenter
1130.0,Joe Dante
1131.0,Claude Berri
1132.0,Claude Berri
1135.0,Howard Zieff
1136.0,Terry Gilliam
1137.0,Rick Castro
1140.0,Michael Ray Rhodes
1144.0,Susan Warms Dryfoos
1147.0,Leon Gast
1148.0,Nick Park
1150.0,Daniel Vigne
1151.0,Jan Svankmajer
1156.0,Vittorio De Sica
1161.0,Volker Schlöndorff
1162.0,Peter Medak
1163.0,Martine Dugowson
1167.0,Garry Marshall
1170.0,Phillip Rhee
1171.0,Tim Robbins
1172.0,Giuseppe Tornatore
1173.0,Peter Greenaway
1175.0,Marc Caro
1176.0,Krzysztof Kieslowski
1177.0,Mike Newell
1178.0,Stanley Kubrick
1179.0,Stephen Frears
1180.0,Peter Chelsom
1183.0,Anthony Minghella
1184.0,Gabriele Salvatores
1185.0,Jim Sheridan
1186.0,Steven Soderbergh
1187.0,John Sayles
1188.0,Baz Luhrmann
1189.0,Errol Morris
1190.0,Pedro Almodóvar
1191.0,Alek Keshishian
1192.0,Jennie Livingston
1193.0,Milos Forman
1194.0,Lou Adler
1196.0,Irvin Kershner
1197.0,Rob Reiner
1198.0,Steven Spielberg
1199.0,Terry Gilliam
1200.0,James Cameron
1201.0,Sergio Leone
1202.0,Bruce Robinson
1203.0,Sidney Lumet
1204.0,David Lean
1206.0,Stanley Kubrick
1207.0,Robert Mulligan
1208.0,Francis Ford Coppola
1209.0,Sergio Leone
1210.0,Richard Marquand
1211.0,Wim Wenders
1212.0,Carol Reed
1213.0,Martin Scorsese
1214.0,Ridley Scott
1215.0,Sam Raimi
1216.0,Luc Besson
1217.0,Akira Kurosawa
1218.0,John Woo
1219.0,Alfred Hitchcock
1220.0,John Landis
1221.0,Francis Ford Coppola
1222.0,Stanley Kubrick
1223.0,Nick Park
1224.0,Kenneth Branagh
1225.0,Milos Forman
1226.0,John Ford
1227.0,Sergio Leone
1228.0,Martin Scorsese
1230.0,Woody Allen
1231.0,Philip Kaufman
1232.0,Andrei Tarkovsky
1233.0,Wolfgang Petersen
1234.0,George Roy Hill
1235.0,Hal Ashby
1236.0,Hal Hartley
1237.0,Ingmar Bergman
1238.0,Bill Forsyth
1240.0,James Cameron
1241.0,Peter Jackson
1242.0,Edward Zwick
1243.0,Tom Stoppard
1244.0,Woody Allen
1245.0,Joel Coen
1246.0,Peter Weir
1247.0,Mike Nichols
1248.0,Orson Welles
1249.0,Luc Besson
1250.0,David Lean
1251.0,Federico Fellini
1252.0,Roman Polanski
1253.0,Robert Wise
1254.0,John Huston
1255.0,Peter Jackson
1256.0,Leo McCarey
1257.0,Savage Steve Holland
1258.0,Stanley Kubrick
1259.0,Rob Reiner
1260.0,Fritz Lang
1261.0,Sam Raimi
1262.0,John Sturges
1263.0,Michael Cimino
1264.0,Jean-Jacques Beineix
1265.0,Harold Ramis
1266.0,Clint Eastwood
1267.0,John Frankenheimer
1268.0,Allan Moyle
1269.0,Frank Capra
1270.0,Robert Zemeckis
1271.0,Jon Avnet
1272.0,Franklin J. Schaffner
1273.0,Jim Jarmusch
1274.0,Katsuhiro Ôtomo
1275.0,Russell Mulcahy
1276.0,Stuart Rosenberg
1277.0,Jean-Paul Rappeneau
1278.0,Mel Brooks
1279.0,Jim Jarmusch
1280.0,Yimou Zhang
1281.0,Charles Chaplin
1282.0,James Algar
1283.0,Fred Zinnemann
1284.0,Howard Hawks
1285.0,Michael Lehmann
1286.0,Jeannot Szwarc
1287.0,William Wyler
1288.0,Rob Reiner
1289.0,Godfrey Reggio
1290.0,Howard Deutch
1291.0,Steven Spielberg
1292.0,Hal Ashby
1293.0,Richard Attenborough
1295.0,Philip Kaufman
1296.0,James Ivory
1297.0,Martha Coolidge
1298.0,Alan Parker
1299.0,Roland Joffé
1300.0,Lasse Hallström
1301.0,Fred M. Wilcox
1302.0,Phil Alden Robinson
1303.0,John Huston
1304.0,George Roy Hill
1305.0,Wim Wenders
1306.0,Wim Wenders
1307.0,Rob Reiner
1310.0,Doug Pray
1312.0,Susan Streitfeld
1318.0,Carl Prechezer
1320.0,David Fincher
1321.0,John Landis
1322.0,Tony Randel
1323.0,Richard Fleischer
1324.0,Steve White
1325.0,John Murlowski
1326.0,Damiano Damiani
1327.0,Stuart Rosenberg
1328.0,Tom Berry
1329.0,Paul Morrissey
1330.0,Fred Walton
1331.0,Robert Wise
1332.0,John Schlesinger
1333.0,Alfred Hitchcock
1334.0,Irvin S. Yeaworth Jr.
1335.0,Jeffrey Bloom
1336.0,Eric Red
1337.0,Robert Wise
1339.0,Francis Ford Coppola
1340.0,James Whale
1341.0,Dan Curtis
1342.0,Bernard Rose
1343.0,Martin Scorsese
1344.0,J. Lee Thompson
1345.0,Brian De Palma
1346.0,Paul Schrader
1347.0,Wes Craven
1348.0,F.W. Murnau
1349.0,Augusto Caminito
1350.0,Richard Donner
1351.0,Bob Rafelson
1352.0,Kevin Spacey
1353.0,Barbra Streisand
1354.0,Lars von Trier
1355.0,Ole Bornedal
1356.0,Jonathan Frakes
1357.0,Scott Hicks
1358.0,Billy Bob Thornton
1359.0,Brian Levant
1361.0,Joe Berlinger
1363.0,Penny Marshall
1365.0,Patrice Leconte
1366.0,Nicholas Hytner
1367.0,Stephen Herek
1370.0,Renny Harlin
1371.0,Robert Wise
1372.0,Nicholas Meyer
1373.0,William Shatner
1374.0,Nicholas Meyer
1375.0,Leonard Nimoy
1376.0,Leonard Nimoy
1377.0,Tim Burton
1378.0,Christopher Cain
1379.0,Geoff Murphy
1380.0,Randal Kleiser
1381.0,Patricia Birch
1382.0,Dwight H. Little
1385.0,Andrew Davis
1387.0,Steven Spielberg
1388.0,Jeannot Szwarc
1389.0,Joe Alves
1390.0,Peter Segal
1391.0,Tim Burton
1392.0,Alexander Payne
1393.0,Cameron Crowe
1394.0,Joel Coen
1395.0,Barry Levinson
1396.0,Phil Alden Robinson
1397.0,Anjelica Huston
1398.0,Richard Attenborough
1399.0,Jerry Zaks
1401.0,Rob Reiner
1405.0,Mike Judge
1406.0,Claude Chabrol
1407.0,Wes Craven
1408.0,Michael Mann
1409.0,Nora Ephron
1411.0,Kenneth Branagh
1412.0,Terry George
1413.0,Dan Ireland
1414.0,Albert Brooks
1415.0,André Téchiné
1416.0,Alan Parker
1417.0,Jane Campion
1419.0,Nicolas Roeg
1422.0,Dwight H. Little
1423.0,Ralph Ziman
1425.0,Robert Young
1426.0,George Miller
1427.0,Robert Butler
1428.0,Michael Rymer
1429.0,Stanley Tong
1430.0,Roger Christian
1431.0,Dennis Dugan
1432.0,Thomas Carter
1437.0,Andrew Birkin
1438.0,Roger Donaldson
1439.0,Peter Baldwin
1440.0,E. Max Frye
1441.0,Jeremiah S. Chechik
1442.0,Steve James
1445.0,Bryan Spicer
1446.0,Jan Sverák
1447.0,Vondie Curtis-Hall
1449.0,Christopher Guest
1453.0,Ken Kwapis
1454.0,Richard Linklater
1456.0,Paul Miller
1457.0,Andy Tennant
1458.0,Paul Schrader
1459.0,Clint Eastwood
1460.0,Bob Spiers
1461.0,Stephen Kessler
1464.0,David Lynch
1465.0,John Singleton
1466.0,Mike Newell
1468.0,Jeff Pollack
1473.0,Tamra Davis
1474.0,John Pasquin
1475.0,Mira Nair
1476.0,Betty Thomas
1477.0,Theodore Witcher
1479.0,Phillip Noyce
1480.0,Bille August
1483.0,David Cronenberg
1484.0,Greg Mottola
1485.0,Tom Shadyac
1487.0,Gregory Nava
1488.0,Alan J. Pakula
1489.0,Mark Dindal
1490.0,Robert Townsend
1493.0,Emma-Kate Croghan
1495.0,Shuki Levy
1496.0,Bernard Rose
1497.0,Hark Tsui
1498.0,Pat O'Connor
1499.0,Luis Llosa
1500.0,George Armitage
