MOVID,director
132888.0,Joel Gallen
133115.0,Judd Ehrlich
133195.0,Aleksander Bach
133217.0,Evgeniy Shelyakin
133281.0,Jonathan Demme
133365.0,Ariel Kleiman
133377.0,Shane Abbess
133419.0,Elizabeth Banks
133545.0,Courteney Cox
133645.0,Todd Haynes
133712.0,Eldar Ryazanov
133716.0,Leonid Gaidai
133771.0,Yorgos Lanthimos
133780.0,Alonso Ruizpalacios
133782.0,Henry Hobson
133798.0,Anne Fletcher
133802.0,John Maclean
133832.0,Eli Roth
133867.0,Kyle Newman
133879.0,Gerald Thomas
134004.0,Mars Callahan
134019.0,Wan Laiming
134021.0,Victor Levin
134041.0,Georgiy Daneliya
134095.0,Aleksandr Petrov
134109.0,Dmitriy Dyachenko
134130.0,Ridley Scott
134158.0,Fouad Mikati
134170.0,David Sandberg
134184.0,Oleg Fomin
134214.0,Paolo Sorrentino
134246.0,James McTeigue
134248.0,Jill Bauer
134252.0,Mark Zakharov
134326.0,Franco Castellano
134334.0,Neeraj Vora
134368.0,Paul Feig
134393.0,Judd Apatow
134515.0,Brian Trenchard-Smith
134524.0,Randall Lobb
134528.0,Cameron Crowe
134775.0,Daniel Lee
134783.0,Doug Ellin
134796.0,Adam Curtis
134808.0,Adam Goldberg
134847.0,Javier Ruiz Caldera
134849.0,Chuck Jones
134853.0,Pete Docter
134859.0,Crystal Moselle
134861.0,Ryan Polito
134881.0,Bill Pohlad
135133.0,Francis Lawrence
135137.0,Chris Columbus
135143.0,David Yates
135198.0,Doris Dörrie
135216.0,Steve Binder
135288.0,Bill Condon
135436.0,Chris Renaud
135456.0,Kenji Kamiyama
135518.0,Tarsem Singh
135532.0,Breck Eisner
135534.0,Michael Dougherty
135536.0,David Ayer
135567.0,Roland Emmerich
135569.0,Justin Lin
135777.0,Rohit Shetty
135787.0,John Little
135803.0,Cheh Chang
135815.0,Cheh Chang
135861.0,Seth MacFarlane
135885.0,Terry Jones
135887.0,Kyle Balda
135937.0,Ezio Greggio
136012.0,Alan Mehrez
136016.0,Peter Sohn
136018.0,Scott Cooper
136020.0,Sam Mendes
136024.0,Osamu Dezaki
136297.0,Joseph Francis
136305.0,Anthony C. Ferrante
136341.0,Christopher Berkeley
136353.0,Scott Jeralds
136355.0,Ben Jones
136359.0,Ray Patterson
136443.0,Manny Rodriguez
136445.0,Rocco Urbisci
136447.0,Rocco Urbisci
136449.0,Mamoru Oshii
136469.0,Robert B. Weide
136471.0,Leslie Small
136503.0,Scott Jeralds
136511.0,Rob Dipple
136540.0,Brandon Trost
136556.0,Tony Leondis
136562.0,Danny Boyle
136564.0,Justin Kurzel
136598.0,John Francis Daley
136602.0,Patrick Brice
136654.0,Michael Winterbottom
136664.0,Robert Duvall
136666.0,Scot Armstrong
136778.0,Terry Jastrow
136786.0,Elizabeth Allen Rosenbaum
136800.0,Jon Wright
136816.0,Craig Moss
136834.0,Danny Pang
136838.0,Stefan Holtz
136840.0,Holger Haase
136850.0,Michael Tuchner
136859.0,Roland Joffé
136864.0,Zack Snyder
136912.0,Yannis Smaragdis
136958.0,Howard Avedis
137218.0,Delbert Mann
137337.0,Asif Kapadia
137345.0,Dante Lam
137517.0,Al Adamson
137595.0,Gregory Jacobs
137857.0,Jon Favreau
137859.0,Shigeyasu Yamauchi
137863.0,Tadayoshi Yamamuro
138036.0,Guy Ritchie
138186.0,Millie Loredo
138204.0,Jake Szymanski
138208.0,Robert Zemeckis
138210.0,Michael Bay
138396.0,Giorgio Diritti
138546.0,Jennifer Finnigan
138610.0,Travis Cluff
138632.0,Sion Sono
138702.0,Patrick Osborne
138798.0,Fred Wolf
138835.0,David Cherkasskiy
138966.0,Kitarô Kôsaka
139052.0,Gilles Paquet-Brenner
139157.0,Venkat Prabhu
139385.0,Alejandro G. Iñárritu
139415.0,Woody Allen
139511.0,Sion Sono
139640.0,Toby Genkel
139642.0,Antoine Fuqua
139644.0,Denis Villeneuve
139655.0,Severin Fiala
139717.0,Michael C. Martin
139747.0,Chris Evans
139855.0,Duke Johnson
139857.0,Florian Gallenberger
139859.0,Atsushi Takeuchi
139915.0,Tom Vaughan
139994.0,Neri Parenti
140016.0,James Moran
140038.0,Franco Castellano
140110.0,Nancy Meyers
140133.0,Fred Olen Ray
140162.0,Gaspar Noé
140174.0,Lenny Abrahamson
140237.0,Austin Stark
140247.0,Joel Edgerton
140265.0,Rocco Urbisci
140267.0,Robert Eggers
140289.0,Anders Thomas Jensen
140301.0,Will Slocombe
140359.0,Graeme Harper
140481.0,Dominic Polcino
140523.0,M. Night Shyamalan
140525.0,Billy Ray
140541.0,Segundo de Chomón
140627.0,Sergey Mokritskiy
140711.0,Nima Nourizadeh
140715.0,F. Gary Gray
140725.0,Jon Watts
140816.0,Sean Baker
140850.0,Amy Berg
140852.0,Shozin Fukui
140928.0,David O. Russell
140956.0,Steven Spielberg
141004.0,Paul McGuigan
141131.0,Sarik Andreasyan
141400.0,Cheh Chang
141408.0,Christopher Landon
141422.0,Sarah Gavron
141513.0,Sarah-Violet Bliss
141544.0,François Simard
141646.0,Jason Lapeyre
141668.0,Alex Kendrick
141688.0,Brian Helgeland
141718.0,Jason Howden
141749.0,Tom Hooper
141799.0,Jonathan Milott
141810.0,Georgiy Daneliya
141818.0,Mark Zakharov
141820.0,Eldar Ryazanov
141830.0,Francesco Prosperi
141836.0,Leonid Gaidai
141844.0,Leonid Gaidai
141846.0,Alex Gibney
141866.0,Jeremy Saulnier
141890.0,Cary Joji Fukunaga
141928.0,Brian James O'Connell
141994.0,Darren Doane
142020.0,Édouard Molinaro
142056.0,Eric Radomski
142074.0,Eli Roth
142196.0,Daniel Maze
142222.0,Jean-Marc Vallée
142366.0,John Carpenter
142372.0,David Gordon Green
142420.0,Ben Wheatley
142422.0,Jonathan Levine
142424.0,Patricia Rozema
142444.0,Adam Brooks
142448.0,Baltasar Kormákur
142456.0,Jaco Van Dormael
142488.0,Tom McCarthy
142507.0,Edward Zwick
142509.0,Ilya Naishuller
142536.0,John Wells
142550.0,Takeshi Kitano
142558.0,Gérard Bitton
142598.0,Anthony DiBlasi
142602.0,Bora Dagtekin
142831.0,Priyadarshan
142961.0,Wolfgang Murnberger
142997.0,Genndy Tartakovsky
143001.0,Reg Traviss
143031.0,Paul Hoen
143245.0,Mark Osborne
143255.0,Justin Trefgarne
143257.0,Tony McNamara
143355.0,Patty Jenkins
143365.0,James Ponsoldt
143367.0,Martin Scorsese
143385.0,Steven Spielberg
143410.0,Paul Gross
143458.0,Leste Chen
143472.0,David Hackl
143511.0,Yann Arthus-Bertrand
143525.0,SABU
143559.0,Martin Owen
143859.0,Ethan Coen
143896.0,Jerry Rothwell
143969.0,David Wnendt
144210.0,Grant Baldwin
144222.0,Steffen Haars
144262.0,Don Argott
144352.0,Sang-il Lee
144478.0,Christoffer Boe
144522.0,Ryûhei Kitamura
144606.0,George Clooney
144620.0,Rob Letterman
144714.0,David M. Rosenthal
144716.0,Barry Levinson
144734.0,Robbie Pickering
144976.0,S. Craig Zahler
145080.0,Raul Garcia
145150.0,Jocelyn Moorhouse
145283.0,Sebastian Dehnhardt
145418.0,Jay Roach
145491.0,Craig Shapiro
145724.0,Peter Fonda
145745.0,Scott Hartford-Davis
145839.0,Peter Landesman
145935.0,Steve Martino
145951.0,Elvis Restaino
145994.0,Mark Zakharov
146024.0,Alla Surikova
146210.0,Lev L. Spiro
146244.0,Yash Chopra
146309.0,Mamoru Hosoda
146656.0,Ryan Coogler
146662.0,Tom Owens
146682.0,Samantha Futerman
146684.0,Mike Thurmeier
146688.0,Afonso Poyart
146730.0,Trey Nelson
146986.0,Claude Berri
147002.0,Michelangelo Antonioni
147142.0,Olivier Nakache
147196.0,Yuriy Chulyukin
147250.0,Igor Maslennikov
147282.0,Dmitriy Dyachenko
147326.0,Igor Maslennikov
147328.0,Igor Maslennikov
147372.0,Paul Wilmshurst
147374.0,Farren Blackburn
147376.0,Toby Haynes
147378.0,James Strong
147380.0,Andy Goddard
147382.0,James Strong
147384.0,Euros Lyn
147410.0,Fernando León de Aranoa
147657.0,Cheh Chang
147662.0,Cheh Chang
147936.0,Miklós Jancsó
148166.0,Kent Jones
148172.0,J Blakeson
148238.0,Sofia Coppola
148424.0,Spike Lee
148482.0,James Vanderbilt
148592.0,Craig Roberts
148626.0,Adam McKay
148632.0,Onur Tukel
148652.0,Frank Coraci
148667.0,Rhys Thomas
148671.0,James Wan
148675.0,Douglas Barr
148709.0,William Monahan
