MOVID,director
3224.0,Hiroshi Teshigahara
3225.0,Kris Isacsson
3230.0,Ronald Neame
3235.0,Art Linson
3238.0,Stephan Elliott
3240.0,Kevin Allen
3241.0,Khyentse Norbu
3243.0,Les Mayfield
3244.0,Herbert Ross
3246.0,Spike Lee
3247.0,Emile Ardolino
3248.0,Bill Duke
3249.0,Curtis Hanson
3250.0,Frank Marshall
3251.0,Norman Jewison
3252.0,Martin Brest
3253.0,Penelope Spheeris
3254.0,Stephen Surjik
3255.0,Penny Marshall
3256.0,Phillip Noyce
3257.0,Mick Jackson
3258.0,Robert Zemeckis
3259.0,Ron Howard
3260.0,James Ivory
3261.0,Cameron Crowe
3262.0,David Lynch
3263.0,Ron Shelton
3264.0,Fran Rubel Kuzui
3265.0,John Woo
3266.0,Rémy Belvaux
3267.0,Robert Rodriguez
3268.0,Roger Spottiswoode
3269.0,Steve Miner
3270.0,Paul Michael Glaser
3271.0,Gary Sinise
3272.0,Abel Ferrara
3273.0,Wes Craven
3274.0,Barbet Schroeder
3275.0,Troy Duffy
3276.0,Eric Blakeney
3280.0,Ted Post
3281.0,Susan Muska
3283.0,John Cassavetes
3284.0,Anthony Harvey
3285.0,Danny Boyle
3286.0,Chris Koch
3287.0,Jun Falkenstein
3289.0,Yimou Zhang
3294.0,Tobe Hooper
3295.0,Ken Loach
3296.0,James Clavell
3298.0,Ben Younger
3299.0,Diane Keaton
3300.0,David Twohy
3301.0,Jonathan Lynn
3302.0,Jasmin Dizdar
3303.0,Steven Okazaki
3306.0,Charles Chaplin
3307.0,Charles Chaplin
3308.0,Garry Marshall
3310.0,Charles Chaplin
3313.0,Michael Miller
3315.0,H. Bruce Humberstone
3316.0,John Frankenheimer
3317.0,Curtis Hanson
3323.0,Pontus Löwenhielm
3324.0,Nick Gomez
3325.0,John Schlesinger
3326.0,Mike Nichols
3327.0,Barry W. Blaustein
3328.0,Jim Jarmusch
3329.0,John Duigan
3330.0,Elia Kazan
3331.0,George Bowers
3334.0,John Huston
3338.0,Al Reinert
3341.0,George Cukor
3342.0,Alan Parker
3344.0,Herschell Gordon Lewis
3345.0,Winston Hibler
3347.0,Carroll Ballard
3350.0,Daniel Petrie
3353.0,Aileen Ritchie
3354.0,Brian De Palma
3355.0,Roman Polanski
3357.0,Régis Wargnier
3358.0,Albert Brooks
3359.0,Peter Yates
3360.0,David Anspaugh
3361.0,Ron Shelton
3362.0,Sidney Lumet
3363.0,George Lucas
3364.0,John Huston
3365.0,John Ford
3368.0,William Wyler
3370.0,Costa-Gavras
3372.0,John Guillermin
3374.0,Julie Dash
3378.0,Volker Schlöndorff
3379.0,Stanley Kramer
3384.0,Joseph Sargent
3385.0,Nicholas Meyer
3386.0,Oliver Stone
3387.0,Paul Flaherty
3388.0,William Dear
3389.0,Stuart Rosenberg
3390.0,Jim Goddard
3391.0,James Foley
3392.0,Susan Seidelman
3393.0,Tom McLoughlin
3394.0,Blake Edwards
3395.0,Robert Benton
3396.0,James Frawley
3397.0,Jim Henson
3398.0,Frank Oz
3400.0,Phil Nibbelink
3401.0,Bill Norton
3402.0,John Irvin
3403.0,Jerry Jameson
3404.0,Jean Negulesco
3405.0,Roy Ward Baker
3406.0,Raoul Walsh
3408.0,Steven Soderbergh
3409.0,James Wong
3410.0,Christina Andreef
3412.0,Jean-Jacques Annaud
3414.0,Henry King
3415.0,Andrei Tarkovsky
3417.0,Robert Siodmak
3418.0,Ridley Scott
3420.0,Norman Jewison
3421.0,John Landis
3422.0,Spike Lee
3423.0,Spike Lee
3424.0,Spike Lee
3425.0,Spike Lee
3426.0,Spike Lee
3428.0,Franco Zeffirelli
3429.0,Nick Park
3430.0,Michael Winner
3431.0,Michael Winner
3432.0,Michael Winner
3433.0,J. Lee Thompson
3434.0,Allan A. Goldstein
3435.0,Billy Wilder
3436.0,Joel Schumacher
3438.0,Steve Barron
3439.0,Michael Pressman
3440.0,Stuart Gillard
3441.0,John Milius
3442.0,Paul Michael Glaser
3444.0,Newt Arnold
3445.0,Irvin Kershner
3446.0,Peter Chelsom
3447.0,Sidney Franklin
3448.0,Barry Levinson
3449.0,Leonard Nimoy
3450.0,Donald Petrie
3451.0,Stanley Kramer
3452.0,Andrzej Bartkowiak
3453.0,Mark Piznarski
3454.0,David Raynr
3455.0,Mark Hanlon
3456.0,Majid Majidi
3459.0,Ken Russell
3461.0,Peter Brook
3462.0,Charles Chaplin
3466.0,Ron Underwood
3467.0,Martin Ritt
3468.0,Robert Rossen
3469.0,Stanley Kramer
3470.0,Akira Kurosawa
3471.0,Steven Spielberg
3473.0,Alain Tanner
3474.0,Louis Morneau
3475.0,George Stevens
3476.0,Adrian Lyne
3477.0,Allan Moyle
3478.0,Luis Valdez
3479.0,Richard Donner
3480.0,David Seltzer
3481.0,Stephen Frears
3483.0,Bibo Bergeron
3484.0,Rob Cohen
3489.0,Steven Spielberg
3492.0,George Fitzmaurice
3494.0,Henry Hathaway
3496.0,John Schlesinger
3497.0,Herbert Ross
3498.0,Alan Parker
3499.0,Rob Reiner
3500.0,Billy Crystal
3501.0,Martin Ritt
3502.0,Bruce Joel Rubin
3503.0,Andrei Tarkovsky
3504.0,Sidney Lumet
3505.0,Roger Donaldson
3506.0,Ted Kotcheff
3507.0,Gene Saks
3508.0,Clint Eastwood
3510.0,Gregory Hoblit
3511.0,Brian Robbins
3512.0,Bonnie Hunt
3513.0,William Friedkin
3514.0,Stanley Tucci
3515.0,Pip Karmel
3516.0,Richard Quine
3519.0,Guy Hamilton
3521.0,Jim Jarmusch
3524.0,Steve Gordon
3525.0,Neal Israel
3526.0,Ron Howard
3527.0,John McTiernan
3528.0,Barbra Streisand
3529.0,Bob Rafelson
3531.0,Jon Jost
3534.0,Betty Thomas
3535.0,Mary Harron
3536.0,Edward Norton
3537.0,Marek Kanievska
3538.0,Damien O'Donnell
3539.0,Julien Temple
3543.0,Barry Levinson
3544.0,Bobcat Goldthwait
3545.0,Bob Fosse
3546.0,Robert Aldrich
3548.0,Morton DaCosta
3549.0,Joseph L. Mankiewicz
3550.0,Tony Scott
3551.0,John Schlesinger
3552.0,Harold Ramis
3553.0,Davis Guggenheim
3554.0,Gina Prince-Bythewood
3555.0,Jonathan Mostow
3556.0,Sofia Coppola
3557.0,Bruce Robinson
3559.0,Charles Chaplin
3563.0,Bharat Nalluri
3564.0,Brian Levant
3565.0,Matt Williams
3566.0,John Swanbeck
3567.0,Bruno Barreto
3568.0,Kevin Jordan
3569.0,Lars von Trier
3571.0,Mike Figgis
3572.0,Adam Simon
3573.0,Louis Morneau
3574.0,Jonathan Winfrey
3576.0,Jack Sholder
3577.0,Zalman King
3578.0,Ridley Scott
3580.0,Philip Haas
3581.0,Justin Kerrigan
3584.0,Jim McBride
3586.0,Taylor Hackford
3587.0,Dario Argento
3590.0,Martin Davidson
3591.0,Stan Dragoti
3592.0,René Laloux
3593.0,Roger Christian
3594.0,Nicholas Hytner
3596.0,Scott Alexander
3597.0,Peter M. Cohen
3598.0,Michael Almereyda
3599.0,George Sidney
3604.0,Mervyn LeRoy
3606.0,Stanley Donen
3608.0,Tim Burton
3609.0,Barbara Sonneborn
3614.0,Andrew Bergman
3615.0,Eric Leighton
3616.0,Amy Heckerling
3617.0,Todd Phillips
3618.0,Woody Allen
3619.0,Floyd Mutrux
3622.0,Mel Brooks
3623.0,John Woo
3624.0,Tom Dey
3625.0,Jon Reiss
3626.0,Peter Greenaway
3627.0,Herk Harvey
3628.0,David Miller
3629.0,Charles Chaplin
3632.0,Charles Chaplin
3633.0,Peter R. Hunt
3634.0,John Frankenheimer
3635.0,Lewis Gilbert
3637.0,Agnès Varda
3638.0,Lewis Gilbert
3639.0,Guy Hamilton
3640.0,Charles Chaplin
3641.0,Charles Chaplin
3643.0,Edward Ludwig
3646.0,Raja Gosnell
3648.0,Val Guest
3649.0,Paul Schrader
3652.0,Lucio Fulci
3653.0,Bruce Brown
3654.0,J. Lee Thompson
3655.0,Marco Ferreri
3658.0,Roy Ward Baker
3660.0,David Schmoeller
3661.0,David Allen
3662.0,David DeCoteau
3663.0,Jeff Burr
3664.0,Jeff Burr
3667.0,Jerry London
3668.0,Franco Zeffirelli
3669.0,Peter Hyams
3671.0,Mel Brooks
3672.0,Joe Camp
3673.0,Joe Camp
3674.0,Joe Camp
3675.0,Michael Curtiz
3676.0,David Lynch
3677.0,Ron Fricke
3678.0,Otto Preminger
3679.0,Penelope Spheeris
3680.0,Penelope Spheeris
3681.0,Sergio Leone
3682.0,Ted Post
3683.0,Joel Coen
3684.0,Steve Kloves
3685.0,John Huston
3686.0,Joel Schumacher
3687.0,René Laloux
3688.0,Bob Clark
3689.0,Bob Clark
3690.0,James Komack
3691.0,Noel Black
3692.0,Richard W. Haines
3693.0,Michael Herz
3694.0,Michael Herz
3695.0,Michael Herz
3696.0,Fred Dekker
3697.0,Stephen Hopkins
3698.0,Paul Michael Glaser
3699.0,John Carpenter
3700.0,John Sayles
3701.0,Graham Baker
3702.0,George Miller
3703.0,George Miller
3704.0,George Miller
3705.0,John Badham
3706.0,Alan Parker
3707.0,Adrian Lyne
3708.0,Mark L. Lester
3709.0,Mick Garris
3710.0,Craig R. Baxley
3711.0,Darrell Roodt
3712.0,Michael Hoffman
3713.0,Richard Pearce
3714.0,Robert Mulligan
3715.0,Hugh Wilson
3716.0,Tom Holland
3717.0,Dominic Sena
3719.0,Kenneth Branagh
3720.0,István Szabó
3723.0,Franco Zeffirelli
3724.0,Hal Ashby
3725.0,Ralph Bakshi
3726.0,John Carpenter
3727.0,Kathryn Bigelow
3728.0,Carl Franklin
3729.0,Gordon Parks
3730.0,Francis Ford Coppola
3731.0,Ivan Passer
3732.0,Brian De Palma
3733.0,James Bridges
3735.0,Sidney Lumet
3736.0,Billy Wilder
3737.0,David Miller
3738.0,Steven Spielberg
3739.0,Ernst Lubitsch
3740.0,John Carpenter
3741.0,Terrence Malick
3742.0,Sergei M. Eisenstein
3743.0,Robert Iscove
3744.0,John Singleton
3745.0,Don Bluth
3746.0,José Luis Cuerda
3747.0,Alison Maclean
3751.0,Peter Lord
3752.0,Bobby Farrelly
3753.0,Roland Emmerich
3754.0,Des McAnuff
3755.0,Wolfgang Petersen
3756.0,James Ivory
3758.0,Philippe Mora
3760.0,John Landis
3761.0,Taylor Hackford
3763.0,Robert Mandel
3764.0,Richard Franklin
3765.0,Dennis Hopper
3766.0,Joseph Zito
3767.0,Lance Hool
3768.0,Aaron Norris
3769.0,Michael Cimino
3770.0,Joseph Ruben
3771.0,Gordon Hessler
3773.0,Reginald Hudlin
3774.0,George Jackson
3783.0,Mike Hodges
3784.0,Jon Turteltaub
3785.0,Keenen Ivory Wayans
3786.0,Jamie Babbit
3787.0,Yang Zhang
3788.0,Michelangelo Antonioni
3789.0,Sidney Lumet
3790.0,Greg Harrison
3791.0,Herbert Ross
3792.0,King Vidor
3793.0,Bryan Singer
3794.0,Miguel Arteta
3795.0,Jeremy Podeswa
3797.0,Mary Lambert
3798.0,Robert Zemeckis
3799.0,Michael Haigney
3801.0,Otto Preminger
3802.0,Geoff Murphy
3806.0,J. Lee Thompson
3807.0,Sam Wanamaker
3808.0,Vittorio De Sica
3809.0,Frank Oz
3810.0,Roger Donaldson
3811.0,Bruce Beresford
3812.0,Woody Allen
3813.0,Woody Allen
3814.0,Woody Allen
3816.0,Luis Puenzo
3819.0,Jûzô Itami
3821.0,Peter Segal
3822.0,Patrice Leconte
3823.0,Michael Winterbottom
3824.0,Joan Chen
3825.0,David McNally
3826.0,Paul Verhoeven
3827.0,Clint Eastwood
3830.0,Robert Lee King
3831.0,Nigel Cole
3832.0,Mario Bava
3833.0,Joseph Green
