MOVID,director
4153.0,Chris Weitz
4154.0,Chuck Sheetz
4155.0,Pat O'Connor
4156.0,Peter Askin
4157.0,Harry Sinclair
4158.0,Henry Selick
4159.0,Demian Lichtenstein
4160.0,Patrice Leconte
4161.0,Gore Verbinski
4164.0,Kasi Lemmons
4166.0,Daniel Minahan
4167.0,John Herzfeld
4168.0,Tommy O'Haver
4171.0,Deborah Hoffmann
4174.0,Barry Levinson
4175.0,Steven Soderbergh
4178.0,Lewis Milestone
4180.0,Tom DeSimone
4181.0,Bill Fishman
4184.0,Henry Koster
4187.0,Ralph Nelson
4189.0,George Stevens
4190.0,Richard Brooks
4191.0,Lewis Gilbert
4193.0,Michael Ritchie
4194.0,Michael Powell
4195.0,Robert Fuest
4197.0,Albert Brooks
4198.0,Jimmy T. Murakami
4200.0,Sheldon Lettich
4202.0,Richard A. Colla
4203.0,Simon Wincer
4204.0,Curtis Hanson
4205.0,Richard Benjamin
4207.0,Lewis Teague
4210.0,Michael Mann
4211.0,Barbet Schroeder
4212.0,John Guillermin
4214.0,Jeff Kanew
4215.0,Joe Roth
4217.0,Spike Lee
4218.0,Tim Hunter
4219.0,Alan Metter
4220.0,Robert Aldrich
4221.0,Stan Dragoti
4223.0,Jean-Jacques Annaud
4224.0,Andrzej Bartkowiak
4225.0,Rob Sitch
4226.0,Christopher Nolan
4228.0,David Mirkin
4229.0,J.B. Rogers
4231.0,Tony Goldwyn
4232.0,Robert Rodriguez
4233.0,Gregory Poirier
4234.0,John Boorman
4235.0,Alejandro G. Iñárritu
4236.0,David Shapiro
4237.0,Agnès Varda
4238.0,Lee Tamahori
4239.0,Ted Demme
4240.0,Jean-Marie Poiré
4241.0,Kunihiko Yuyama
4242.0,Bill Eagles
4243.0,Richard Dutcher
4246.0,Sharon Maguire
4247.0,Dennie Gordon
4248.0,Harry Elfont
4251.0,Andrew Dominik
4252.0,Jafar Panahi
4254.0,Simon Wincer
4255.0,Tom Green
4256.0,Wayne Wang
4259.0,Marleen Gorris
4260.0,Jordan Walker-Pearlman
4262.0,Brian De Palma
4263.0,Blake Edwards
4265.0,Renny Harlin
4267.0,Harald Zwart
4268.0,Peter Chelsom
4270.0,Stephen Sommers
4273.0,François Ozon
4275.0,Peter Yates
4276.0,Albert Brooks
4278.0,Leni Riefenstahl
4280.0,George Roy Hill
4282.0,Federico Fellini
4284.0,Frederick De Cordova
4285.0,Garry Marshall
4289.0,Federico Fellini
4290.0,Mark Rydell
4291.0,Colin Higgins
4292.0,Martin Ritt
4293.0,Carl Reiner
4294.0,Roy Rowland
4296.0,Arthur Hiller
4297.0,Bille August
4298.0,Jules Dassin
4299.0,Brian Helgeland
4300.0,Ken Loach
4304.0,Chris Hegedus
4305.0,Luis Mandoki
4306.0,Andrew Adamson
4307.0,Amos Kollek
4308.0,Baz Luhrmann
4310.0,Michael Bay
4312.0,Eric Valli
4313.0,Sally Potter
4316.0,Donald Wrye
4317.0,Dale Launer
4321.0,Ron Underwood
4322.0,John Sayles
4323.0,John Ford
4325.0,Michelangelo Antonioni
4326.0,Alan Parker
4327.0,John Sturges
4329.0,Howard Hawks
4333.0,Danny DeVito
4334.0,Edward Yang
4337.0,Robert Wise
4338.0,Henry King
4339.0,Mark Robson
4340.0,Luke Greenfield
4342.0,Thomas Bezucha
4343.0,Ivan Reitman
4344.0,Dominic Sena
4345.0,Alan Cumming
4347.0,Jan Hrebejk
4349.0,Mike Nichols
4350.0,Costa Botes
4351.0,Kathryn Bigelow
4353.0,Ted Kotcheff
4354.0,Jonathan Kaplan
4355.0,Peter Markle
4356.0,Howard Hawks
4357.0,Jean Negulesco
4359.0,Billy Wilder
4361.0,Sydney Pollack
4366.0,Gary Trousdale
4367.0,Simon West
4368.0,Steve Carr
4369.0,Rob Cohen
4370.0,Steven Spielberg
4371.0,John Singleton
4372.0,John Stockwell
4373.0,Louis C.K.
4374.0,Adam Marcus
4378.0,Jonathan Glazer
4380.0,Tom Tykwer
4381.0,Francis Veber
4383.0,Mathieu Kassovitz
4384.0,Raoul Peck
4386.0,Lawrence Guterman
4387.0,Chris Nahon
4388.0,Keenen Ivory Wayans
4389.0,Léa Pool
4390.0,Virginie Despentes
4392.0,Woody Allen
4393.0,Woody Allen
4394.0,William Asher
4395.0,Mario Monicelli
4396.0,Hal Needham
4397.0,Hal Needham
4399.0,Luis Buñuel
4402.0,Norman Taurog
4403.0,Roger Corman
4404.0,F.W. Murnau
4406.0,John Ford
4407.0,Oliver Stone
4408.0,Woody Allen
4409.0,Woody Allen
4410.0,Jonathan Demme
4412.0,Lee Frost
4419.0,Douglas Sirk
4420.0,Joseph L. Mankiewicz
4422.0,Ingmar Bergman
4424.0,Vittorio De Sica
4426.0,Robert Aldrich
4427.0,Anthony Harvey
4428.0,John Huston
4429.0,John Huston
4432.0,Alexander Mackendrick
4433.0,Douglas Sirk
4434.0,Elio Petri
4436.0,Brian De Palma
4437.0,Dario Argento
4438.0,Wei Lo
4439.0,Uli Edel
4440.0,Wei Lo
4441.0,Robert Clouse
4442.0,Michael Schultz
4443.0,Peter Hyams
4444.0,Bruce Lee
4445.0,Brett Leonard
4446.0,Hironobu Sakaguchi
4447.0,Robert Luketic
4448.0,Frank Oz
4449.0,Roger Gnoan M'Bala
4450.0,Larry Clark
4451.0,Joel Hopkins
4452.0,Jon Favreau
4453.0,Don Kempf
4454.0,Mark Osborne
4458.0,George Casey
4459.0,George Casey
4462.0,Paul Flaherty
4463.0,Ernest Thompson
4464.0,Lawrence Kasdan
4465.0,Jonathan Kaplan
4466.0,Andrew Davis
4467.0,Terry Gilliam
4470.0,Aki Kaurismäki
4471.0,Bud Yorkin
4473.0,Peter Markle
4474.0,Garry Marshall
4475.0,Kevin Reynolds
4476.0,Jim Abrahams
4477.0,Randal Kleiser
4478.0,Mike Nichols
4480.0,Chuck Russell
4482.0,James Bridges
4483.0,Allan Arkush
4484.0,Bruno Nuytten
4487.0,Roger Donaldson
4488.0,Dennis Hopper
4489.0,John Landis
4490.0,Michael Ritchie
4492.0,Stephen Herek
4495.0,Joan Micklin Silver
4496.0,Annabel Jankel
4497.0,Mark Goldblatt
4498.0,Buddy Van Horn
4499.0,Frank Oz
4500.0,Peter Greenaway
4502.0,John R. Cherry III
4504.0,Daniel Goldberg
4505.0,John G. Avildsen
4506.0,Roman Polanski
4508.0,Michael Apted
4509.0,Howard Deutch
4511.0,Neil Jordan
4516.0,Bud S. Smith
4517.0,Frank LaLoggia
4518.0,Ken Russell
4519.0,Don Bluth
4520.0,Greg Beeman
4521.0,Richard Benjamin
4522.0,Bob Swaim
4523.0,Robert Redford
4524.0,Paul Mazursky
4526.0,Richard Benjamin
4527.0,William Richert
4529.0,Percy Adlon
4531.0,Walter Hill
4533.0,Dan O'Bannon
4534.0,Geoff Burrowes
4535.0,George Miller
4537.0,Sidney Lumet
4541.0,Wes Craven
4544.0,Kenneth Johnson
4545.0,John Badham
4546.0,George Sluizer
4552.0,Shin'ya Tsukamoto
4553.0,John Carpenter
4557.0,Francis Ford Coppola
4558.0,Ivan Reitman
4562.0,Thom Eberhardt
4563.0,Yahoo Serious
4564.0,Steven Spielberg
4565.0,Sam Firstenberg
4568.0,Robert Radler
4571.0,Stephen Herek
4572.0,Ridley Scott
4573.0,Ron Shelton
4574.0,Phillip Noyce
4577.0,Brian De Palma
4578.0,Emile Ardolino
4580.0,Albert Pyun
4581.0,Gary David Goldberg
4583.0,Jim Kouf
4584.0,Marc Rocco
4585.0,Howard Zieff
4587.0,Julien Temple
4589.0,Martin Davidson
4591.0,Terry Jones
4593.0,Sidney Lumet
4594.0,John Milius
4595.0,Roland Joffé
4597.0,Graeme Clifford
4599.0,Jim McBride
4600.0,Thom Eberhardt
4602.0,Eddie Murphy
4603.0,Bruce Beresford
4605.0,Bruce Robinson
4608.0,Peter Yates
4610.0,Pat O'Connor
4611.0,Walter Hill
4612.0,Denys Arcand
4613.0,Rod Daniel
4614.0,Mark DiSalle
4615.0,Uli Edel
4616.0,John G. Avildsen
4617.0,Joe Pytka
4619.0,Richard Greenberg
4621.0,Amy Heckerling
4622.0,Joan Micklin Silver
4623.0,David S. Ward
4624.0,Peter Jackson
4625.0,Michael Anderson
4626.0,Steve De Jarnatt
4628.0,Woody Allen
4629.0,John Irvin
4630.0,Thomas J. Wright
4632.0,Andrew Davis
4634.0,Arthur Penn
4635.0,Buddy Van Horn
4636.0,Mark Goldblatt
4638.0,Joe Johnston
4639.0,Joe Roth
4640.0,Takeshi Kitano
4641.0,Terry Zwigoff
4642.0,John Cameron Mitchell
4643.0,Tim Burton
4644.0,Silvio Soldini
4645.0,Kiyoshi Kurosawa
4646.0,Joel Hershman
4649.0,David Wain
4653.0,Richard Lester
4654.0,Rowdy Herrington
4658.0,Alejandro Jodorowsky
4660.0,Paul Bartel
4661.0,Harold Becker
4662.0,Arthur Hiller
4663.0,Stan Dragoti
4666.0,Blake Edwards
4670.0,Joseph Ruben
4671.0,Jane Campion
4672.0,Mel Smith
4673.0,Andrey Konchalovskiy
4675.0,Francis Veber
4676.0,Jeff Kanew
4677.0,Roger Spottiswoode
4678.0,Jay Levey
4679.0,John Hughes
4681.0,Danny DeVito
4683.0,Todd Holland
4686.0,Robert Klane
