MOVID,director
114662.0,Clint Eastwood
114670.0,Kevin Smith
114678.0,Peter Chelsom
114707.0,Alexandre Aja
114713.0,John R. Leonetti
114762.0,Max Nichols
114795.0,Gary Shore
114818.0,Joe Carnahan
114847.0,Gabe Ibáñez
114925.0,Atom Egoyan
114935.0,Michael Spierig
115065.0,Manuel Sicilia
115111.0,Peter Cornwell
115122.0,Jemaine Clement
115149.0,Chad Stahelski
115151.0,Julian Gilbey
115170.0,David Dobkin
115203.0,Brett Harvey
115210.0,David Ayer
115216.0,Kristian Levring
115231.0,Theodore Melfi
115502.0,Marc Lawrence
115569.0,Dan Gilroy
115617.0,Don Hall
115664.0,Jorge R. Gutiérrez
115667.0,Christian Ditter
115680.0,Bradley King
115713.0,Alex Garland
115727.0,Cheh Chang
115819.0,Alexandre Espigares
115828.0,Mark Raso
115877.0,David Silverman
116044.0,Arnold Schwarzenegger
116138.0,Andrey Zvyagintsev
116169.0,Chao-Bin Su
116207.0,Jérôme Salle
116411.0,Zaza Urushadze
116413.0,Susanna Fogel
116419.0,Brian Trenchard-Smith
116505.0,Steffen Haars
116529.0,Fedor Bondarchuk
116668.0,Tommy Wirkola
116718.0,Grigoriy Aleksandrov
116724.0,Giddens Ko
116738.0,Brett Pierce
116797.0,Morten Tyldum
116799.0,Paul Thomas Anderson
116817.0,William H. Macy
116823.0,Francis Lawrence
116849.0,Isaac Feder
116887.0,Ridley Scott
116897.0,Damián Szifron
116941.0,Joseph Barbera
116963.0,Damian Lee
116977.0,Bobby Farrelly
116985.0,Peter Glanz
117107.0,Karen Leigh Hopkins
117109.0,Casper Kelly
117133.0,Gordon Chan
117176.0,James Marsh
117192.0,Jamie Payne
117364.0,Orlando von Einsiedel
117368.0,Gary Trousdale
117444.0,Tomm Moore
117466.0,Ron Howard
117511.0,Stephen Merchant
117529.0,Colin Trevorrow
117531.0,Jennifer Baichwal
117533.0,Laura Poitras
117545.0,Louis Clichy
117572.0,Ricky Blitt
117590.0,Sean Anders
