MOVID,director
344.0,Tom Shadyac
345.0,Stephan Elliott
346.0,Iain Softley
347.0,Roman Polanski
348.0,Woody Allen
349.0,Phillip Noyce
350.0,Joel Schumacher
351.0,Jessie Nelson
352.0,Spike Lee
353.0,Alex Proyas
354.0,Ron Shelton
355.0,Brian Levant
356.0,Robert Zemeckis
357.0,Mike Newell
358.0,John Singleton
359.0,Darnell Martin
360.0,Charles Shyer
361.0,Andrew Bergman
362.0,Stephen Sommers
363.0,Ray Müller
364.0,Roger Allers
365.0,Bernardo Bertolucci
366.0,Wes Craven
367.0,Chuck Russell
368.0,Richard Donner
369.0,Alan Rudolph
370.0,Peter Segal
371.0,Ron Howard
372.0,Ben Stiller
373.0,John Dahl
374.0,Donald Petrie
376.0,Curtis Hanson
377.0,Jan de Bont
378.0,Ron Underwood
379.0,Peter Hyams
380.0,James Cameron
381.0,Luis Mandoki
382.0,Mike Nichols
383.0,Lawrence Kasdan
384.0,Damian Harris
385.0,Suri Krishnamma
386.0,Jefery Levy
387.0,Keenen Ivory Wayans
388.0,Robert Lee King
389.0,Yves Angelo
390.0,Russ Meyer
391.0,Doug McHenry
393.0,Steven E. de Souza
405.0,Andrew Morahan
406.0,Michael Corrente
407.0,John Carpenter
408.0,John G. Avildsen
409.0,Jeff Pollack
410.0,Barry Sonnenfeld
412.0,Martin Scorsese
413.0,Michael Lehmann
414.0,Paul Michael Glaser
415.0,John Badham
416.0,Jonathan Kaplan
417.0,Whit Stillman
418.0,Bill Forsyth
419.0,Penelope Spheeris
420.0,John Landis
421.0,Caroline Thompson
422.0,Michael Apted
423.0,Stephen Hopkins
424.0,William Friedkin
425.0,Tony Richardson
426.0,Abel Ferrara
427.0,Jennifer Lynch
428.0,Robert De Niro
429.0,Adam Resnick
430.0,John Whitesell
431.0,Brian De Palma
432.0,Paul Weiland
433.0,Mick Jackson
434.0,Renny Harlin
435.0,Steve Barron
436.0,Richard Rush
437.0,Michael Ritchie
438.0,Gregg Champion
440.0,Ivan Reitman
441.0,Richard Linklater
442.0,Marco Brambilla
444.0,Gus Van Sant
445.0,Carl Reiner
446.0,Kaige Chen
448.0,Peter Weir
449.0,Rusty Cundieff
450.0,Alek Keshishian
451.0,Steve Kloves
452.0,John Irvin
453.0,Barry Sonnenfeld
454.0,Sydney Pollack
455.0,Simon Wincer
456.0,Boaz Yakin
457.0,Andrew Davis
458.0,Walter Hill
459.0,Roger Donaldson
460.0,Howard Deutch
461.0,Rose Troche
464.0,John Woo
466.0,Jim Abrahams
467.0,Julianna Lavin
468.0,Christopher Monger
469.0,Bille August
470.0,Eric Meza
471.0,Joel Coen
472.0,James L. Brooks
473.0,Daniel Petrie Jr.
474.0,Wolfgang Petersen
475.0,Jim Sheridan
476.0,Matty Rich
477.0,Brian Gibson
478.0,Barry Levinson
479.0,Stephen Hopkins
480.0,Steven Spielberg
481.0,Dominic Sena
482.0,Roger Avary
484.0,Daniel Petrie
485.0,John McTiernan
486.0,James Lapine
487.0,Simon Wincer
488.0,David Cronenberg
489.0,Richard Benjamin
490.0,Harold Becker
491.0,Mel Gibson
492.0,Woody Allen
493.0,Albert Hughes
494.0,Stuart Baird
495.0,Nagisa Ôshima
496.0,Tom Noonan
497.0,Kenneth Branagh
499.0,Anthony Minghella
500.0,Chris Columbus
501.0,Mike Leigh
502.0,Christopher Cain
504.0,Martin Campbell
505.0,Rob Reiner
506.0,Sally Potter
507.0,Clint Eastwood
508.0,Jonathan Demme
509.0,Jane Campion
510.0,John Singleton
511.0,David S. Ward
512.0,Stuart Orme
513.0,Mel Smith
514.0,Ted Demme
515.0,James Ivory
516.0,Penny Marshall
517.0,Philip Kaufman
518.0,Alan Parker
519.0,Fred Dekker
520.0,Mel Brooks
521.0,Peter Medak
522.0,Geoffrey Wright
523.0,Victor Nunez
524.0,David Anspaugh
526.0,Cyril Collard
527.0,Steven Spielberg
528.0,Michael Ritchie
529.0,Steven Zaillian
531.0,Agnieszka Holland
532.0,John Waters
533.0,Russell Mulcahy
534.0,Richard Attenborough
535.0,Robert Altman
536.0,Gillies MacKinnon
537.0,John Duigan
538.0,Fred Schepisi
539.0,Nora Ephron
540.0,Phillip Noyce
541.0,Ridley Scott
542.0,Steve Rash
543.0,Thomas Schlamme
544.0,Rowdy Herrington
546.0,Annabel Jankel
547.0,Ernest R. Dickerson
548.0,Deran Sarafian
549.0,François Girard
550.0,Andrew Fleming
551.0,Henry Selick
552.0,Stephen Herek
553.0,George P. Cosmatos
555.0,Tony Scott
556.0,Chris Hegedus
558.0,Pixote Hunt
562.0,Todd Solondz
563.0,Claude Berri
564.0,Dennis Hopper
567.0,Pedro Almodóvar
568.0,Gurinder Chadha
569.0,Andrew Scheinman
573.0,Lina Wertmüller
574.0,David O. Russell
575.0,Penelope Spheeris
577.0,George Miller
579.0,Ricky Tognazzi
580.0,Michael Austin
581.0,Rob Epstein
583.0,Nanni Moretti
585.0,Betty Thomas
586.0,Chris Columbus
587.0,Jerry Zucker
588.0,Ron Clements
589.0,James Cameron
590.0,Kevin Costner
592.0,Tim Burton
593.0,Jonathan Demme
594.0,William Cottrell
595.0,Gary Trousdale
596.0,Norman Ferguson
597.0,Garry Marshall
599.0,Sam Peckinpah
600.0,C.M. Talkington
602.0,Jean Bach
605.0,Michael Hoffman
606.0,Bill Condon
608.0,Joel Coen
609.0,David R. Ellis
610.0,Gerald Potterton
611.0,Kevin Yagher
612.0,Matt Reeves
613.0,Franco Zeffirelli
615.0,Franco Brusati
616.0,Wolfgang Reitherman
617.0,Pedro Almodóvar
618.0,Fernando Trueba
619.0,Bill Couturié
626.0,Martin Lawrence
627.0,Stacy Title
628.0,Gregory Hoblit
631.0,Larry Leker
632.0,Ken Loach
633.0,Hal Salwen
634.0,Jonathan R. Betuel
635.0,Richard Pearce
636.0,Todd Verow
637.0,Jonathan Lynn
638.0,Tim Sullivan
639.0,Spike Lee
640.0,Jeremiah S. Chechik
645.0,Claude Sautet
647.0,Edward Zwick
648.0,Brian De Palma
649.0,Friðrik Þór Friðriksson
650.0,Pen Densham
653.0,Rob Cohen
656.0,Steve Rash
661.0,Henry Selick
662.0,James Foley
663.0,Kelly Makin
665.0,Emir Kusturica
667.0,Alan Mehrez
668.0,Satyajit Ray
670.0,Satyajit Ray
671.0,Jim Mallon
673.0,Joe Pytka
674.0,Roger Vadim
678.0,George Hickenlooper
679.0,Peter Yates
680.0,Jean-Luc Godard
685.0,Randal Kleiser
688.0,Simon Wincer
691.0,Richard Benjamin
692.0,Norberto Barba
694.0,Robert Mandel
695.0,Pat Verducci
697.0,Steven Baigelman
698.0,Zalman King
700.0,Patrick Read Johnson
703.0,Stacy Cochran
