MOVID,director
26464.0,John Badham
26467.0,Nicholas Meyer
26471.0,Bruce Gowers
26472.0,Gregory Nava
26492.0,Joe Dante
26498.0,Leos Carax
26504.0,Richard Franklin
26510.0,John Korty
26523.0,Charles E. Sellier Jr.
26524.0,Rob Epstein
26527.0,Pedro Almodóvar
26539.0,Volker Schlöndorff
26542.0,Jim Wheat
26547.0,Jackie Chan
26554.0,Geoff Murphy
26555.0,John Landis
26562.0,Taylor Hackford
26564.0,Bertrand Tavernier
26567.0,Harold Ramis
26578.0,Andrei Tarkovsky
26585.0,John Woo
26590.0,Don Jurwich
26593.0,Donald G. Jackson
26599.0,Pedro Almodóvar
26603.0,John Carpenter
26606.0,Siu-Tung Ching
26612.0,John Woo
26622.0,Robert M. Young
26629.0,Stephen Chiodo
26630.0,Jerry Kramer
26631.0,Jan Svankmajer
26645.0,Étienne Chatiliez
26662.0,Hayao Miyazaki
26676.0,John Cornell
26680.0,John Waters
26681.0,John Woo
26686.0,Sidney Poitier
26694.0,Yimou Zhang
26695.0,Peter Medak
26696.0,Sheldon Lettich
26700.0,Jonathan Lynn
26701.0,Mamoru Oshii
26704.0,Phil Joanou
26712.0,Michael Apted
26713.0,Kar-Wai Wong
26717.0,E. Elias Merhige
26726.0,Peter Faiman
26729.0,Fax Bahr
26732.0,Roberto Benigni
26736.0,Ngai Choi Lam
26741.0,Stewart Raffill
26743.0,Isao Takahata
26745.0,Norman Jewison
26750.0,Simon Wincer
26764.0,Albert Pyun
26765.0,Jing Wong
26776.0,Hayao Miyazaki
26777.0,Gianni Amelio
26778.0,Sidney J. Furie
26782.0,Arne Glimcher
26791.0,David Seltzer
26792.0,Aaron Norris
26796.0,Claude Sautet
26797.0,Arnold Glassman
26810.0,Rolf de Heer
26812.0,Glenn Jordan
26819.0,Stuart Gordon
26828.0,Michael Gottlieb
26838.0,Stephen Frears
26840.0,Takeshi Kitano
26854.0,Bradford May
26861.0,Tom Stern
26865.0,Gordon Chan
26870.0,David S. Ward
26871.0,Steve Miner
26875.0,Giuseppe Tornatore
26900.0,Markku Pölönen
26901.0,Tab Murphy
26903.0,Yoshifumi Kondô
26913.0,Gisaburô Sugii
26928.0,Éric Rohmer
26940.0,Betty Thomas
26947.0,Nicolas Winding Refn
26958.0,Diarmuid Lawrence
26965.0,Jim Sheridan
26974.0,Harmony Korine
26985.0,Gabriele Salvatores
26999.0,Darrell Rooney
27003.0,Graham Baker
27006.0,Benjamin Ross
27008.0,Scott Spiegel
27020.0,Michael Cristofer
27022.0,Skip Woods
27032.0,Benny Chan
27074.0,Leslie Libman
27075.0,Dave Payne
27105.0,Uli Edel
27124.0,Nicolas Winding Refn
27134.0,Pitof
27140.0,Turi Meyer
27155.0,Toshihiko Masuda
27156.0,Hideaki Anno
27176.0,Tony Silver
27178.0,Fatih Akin
27186.0,Michel Ocelot
27193.0,Gérard Krawczyk
27246.0,Jane Anderson
27255.0,Abbas Kiarostami
27266.0,Kar-Wai Wong
27306.0,Jonathan Parker
27311.0,Curt Geda
27317.0,Takashi Miike
27320.0,Ben Hopkins
27328.0,SABU
27329.0,Joe Berlinger
27368.0,Alain Chabat
27369.0,Karen Disher
27370.0,Saul Metzstein
27373.0,Billy Crystal
27397.0,Park Chan-Wook
27408.0,Liliana Cavani
27416.0,Josef Fares
27420.0,Lynn Hershman-Leeson
27426.0,Teddy Chan
27434.0,Jaume Balagueró
27441.0,Hiroyuki Kitakubo
27450.0,Jan Kounen
27473.0,Morgan J. Freeman
27478.0,Mark Mylod
27480.0,Takashi Miike
27482.0,Andrzej Sekula
27491.0,Kiyoshi Kurosawa
27513.0,Ulrich Seidl
27523.0,Jae-young Kwak
27537.0,Vincenzo Natali
27539.0,Nick Hurran
27549.0,Takashi Miike
27555.0,Michael Dowse
27563.0,Takashi Miike
27584.0,Jean-Baptiste Andrea
27592.0,Park Chan-Wook
27595.0,Lee Demarbre
27604.0,Sion Sono
27618.0,Peter Hyams
27619.0,Bradley Raymond
27627.0,Chang-dong Lee
27644.0,Gabriele Muccino
27660.0,Peter Chung
27664.0,Vincent Gallo
27667.0,Takashi Shimizu
27674.0,Greg Marcks
27683.0,S.S. Wilson
27685.0,Damon Santostefano
27689.0,Olivier Dahan
27692.0,Bruce Beresford
27695.0,Hugo Rodríguez
27704.0,Kenta Fukasaku
27705.0,Ringo Lam
27706.0,Brad Silberling
27716.0,Anders Thomas Jensen
27721.0,Jean-Pierre Jeunet
27722.0,Pen-Ek Ratanaruang
27728.0,Mamoru Oshii
27731.0,Hiroyuki Morita
27741.0,Yôji Yamada
27744.0,Ferzan Ozpetek
27746.0,Brett Sullivan
27762.0,Mark Hamill
27768.0,Patrice Leconte
27769.0,Debra Granik
27772.0,Takashi Shimizu
27773.0,Park Chan-Wook
27776.0,Cédric Kahn
27778.0,Grant Harvey
27784.0,Takashi Miike
27788.0,John Maybury
27790.0,Danny Boyle
27793.0,Phil Tippett
27801.0,Prachya Pinkaew
27802.0,Andrew Lau
27803.0,Alejandro Amenábar
27808.0,James L. Brooks
27815.0,Christophe Barratier
27816.0,Ryan Little
27820.0,Byambasuren Davaa
27821.0,Sydney Pollack
27822.0,Chris Kentis
27826.0,Ian Iqbal Rashid
27829.0,John Landis
27830.0,Rowdy Herrington
27831.0,Matthew Vaughn
27834.0,Andrey Zvyagintsev
27837.0,John Moore
27838.0,Jacob Estes
27839.0,Hideo Nakata
27846.0,Mark Achbar
27850.0,Dan Ollman
27865.0,Ryûhei Kitamura
27866.0,Brad McGann
27869.0,Je-kyu Kang
27873.0,Joe Berlinger
27878.0,Zana Briski
27879.0,Ondi Timoner
27882.0,Stacy Peralta
27899.0,William Arntz
27904.0,Richard Linklater
27905.0,Kazuaki Kiriya
