MOVID,director
56022.0,Bruce Pittman
56060.0,Jirí Menzel
56145.0,Frank Darabont
56152.0,Kevin Lima
56156.0,Xavier Gens
56169.0,Joby Harold
56171.0,Chris Weitz
56174.0,Francis Lawrence
56176.0,Tim Hill
56251.0,Dwayne Carey-Hill
56274.0,Noah Baumbach
56286.0,Todd Haynes
56333.0,Tamara Jenkins
56336.0,Joe Lynch
56339.0,J.A. Bayona
56367.0,Jason Reitman
56379.0,James D. Scurlock
56389.0,Kar-Wai Wong
56563.0,Gary Hustwit
56587.0,Rob Reiner
56607.0,Marc Forster
56620.0,Dario Piana
56715.0,Goran Dukic
56757.0,Tim Burton
56775.0,Jon Turteltaub
56782.0,Paul Thomas Anderson
56788.0,Mike Nichols
56801.0,Colin Strause
56805.0,Jake Kasdan
56837.0,Kenneth Branagh
56869.0,Heitor Dhalia
56908.0,Justin Theroux
56915.0,Jay Russell
56921.0,Félix Enríquez Alcalá
56941.0,Richard LaGravenese
56949.0,Anne Fletcher
57147.0,Woody Allen
57183.0,Aamir Khan
57243.0,Eran Kolirin
57274.0,Jaume Balagueró
57326.0,Uwe Boll
57368.0,Matt Reeves
57421.0,Adam Green
57499.0,Haruki Kadokawa
57502.0,Tatsuo Satô
57504.0,Mamoru Hosoda
57522.0,David E. Talbert
57526.0,Gregory Hoblit
57528.0,Sylvester Stallone
57532.0,Jason Friedberg
57536.0,Fred Wolf
57637.0,David Bruckner
57640.0,Guillermo del Toro
57669.0,Martin McDonagh
57843.0,Julian Gilbey
57910.0,Mitchell Lichtenstein
57951.0,Andy Tennant
58025.0,Doug Liman
58047.0,Adam Brooks
58078.0,Jieho Lee
58103.0,Pete Travis
58105.0,Mark Waters
58107.0,Jon M. Chu
58154.0,Justin Chadwick
58156.0,Kent Alterman
58162.0,David Schwimmer
58191.0,Alex Gibney
58287.0,Talia Lugacy
58291.0,Roger Kumble
58293.0,Roland Emmerich
58295.0,Roger Donaldson
58297.0,Neil Marshall
58299.0,Jimmy Hayward
58301.0,Michael Haneke
58303.0,Stefan Ruzowitzky
58306.0,Sergei Bodrov
58309.0,Sean Fine
58315.0,Marco Schnabel
58332.0,George A. Romero
58347.0,Mark Palansky
58351.0,Paulo Morelli
58376.0,Peter Joseph
58404.0,Dave Bullock
58425.0,Dean DeBlois
58492.0,David Gordon Green
58554.0,Ilmar Raag
58559.0,Christopher Nolan
58627.0,Jeff Wadlow
58655.0,Steven Brill
58783.0,Francis Ford Coppola
58803.0,Robert Luketic
58806.0,Noam Murro
58826.0,Isaac Florentine
58839.0,George Clooney
58842.0,Xiaogang Feng
58870.0,Takashi Miike
58876.0,Kimberly Peirce
58879.0,Martin Scorsese
58964.0,Alexandre Bustillo
58972.0,Jennifer Flackett
58975.0,Carter Smith
58998.0,Nicholas Stoller
59014.0,Craig Mazin
59016.0,David Ayer
59018.0,Tom McCarthy
59022.0,Jon Hurwitz
59026.0,Jan Kounen
59037.0,Lana Wachowski
59103.0,Rob Minkoff
59118.0,Mike Leigh
59126.0,Larry Charles
59129.0,Steve Barker
59131.0,Andy Hurst
59141.0,Garth Jennings
59143.0,Michael Blieden
59220.0,John Jeffcoat
59258.0,Michael McCullers
59295.0,Nathan Frankowski
59306.0,Nelson McCormick
59315.0,Jon Favreau
59333.0,Paul Weiland
59336.0,David Mamet
59369.0,Pierre Morel
59387.0,Tarsem Singh
59421.0,Tom Vaughan
59429.0,Andrew Waller
59440.0,Alejandro Monteverde
59501.0,Andrew Adamson
59549.0,Jonah Markowitz
59604.0,Gregory Wilson
59615.0,Steven Spielberg
59667.0,Pratibha Parmar
59725.0,Michael Patrick King
59727.0,Bryan Bertino
59731.0,Chris Bell
59738.0,Jonathan Levine
59784.0,Mark Osborne
59810.0,Jay Roach
59814.0,Koen Mortier
59900.0,Dennis Dugan
59915.0,Stuart Gordon
59947.0,James Glickenhaus
59985.0,Marcos Siega
59995.0,John Crowley
60030.0,Adam Green
60037.0,M. Night Shyamalan
60040.0,Louis Leterrier
60046.0,Roger Spottiswoode
60069.0,Andrew Stanton
60072.0,Timur Bekmambetov
60074.0,Peter Berg
60126.0,Peter Segal
60128.0,Martin Gero
60141.0,Oliver Parker
60161.0,Peter Avanzino
60289.0,Patricia Rozema
60291.0,Alex Gibney
60293.0,Jonathan Levine
60303.0,Sion Sono
60333.0,Werner Herzog
60363.0,Jay Lee
60365.0,Jules Bass
60389.0,Nick Broomfield
60397.0,Phyllida Lloyd
60408.0,Dany Boon
60471.0,Greg McLean
60487.0,Bill Melendez
60514.0,Eric Brevig
60516.0,Brian Robbins
60522.0,Noboru Iguchi
60538.0,Paddy Breathnach
60647.0,Brad Anderson
60674.0,Martin Wood
60684.0,Zack Snyder
60735.0,Jeff Nichols
60737.0,Paul Soter
60753.0,Ric Roman Waugh
60756.0,Adam McKay
60760.0,Chris Carter
60766.0,James Marsh
60803.0,Jules Bass
60818.0,Vadim Jean
60832.0,Marc Schölermann
60857.0,Bruce McDonald
60885.0,Rodrigo Plá
60894.0,John Maybury
60904.0,Vladimir Bortko
60937.0,Rob Cohen
60941.0,Ryûhei Kitamura
60943.0,Courtney Hunt
60950.0,Woody Allen
60979.0,Yasuhiro Aoki
61011.0,Paul Schrader
61024.0,David Gordon Green
61026.0,John Woo
61071.0,Sanaa Hamri
61073.0,Larry Bishop
61123.0,Kenny Ortega
61132.0,Ben Stiller
61160.0,Dave Filoni
61167.0,Mark Pellington
61210.0,Simon Hunter
61236.0,Ari Folman
61240.0,Tomas Alfredson
61246.0,Andrew Fleming
61248.0,Paul W.S. Anderson
61250.0,Fred Wolf
61255.0,Peter Cattaneo
61257.0,Patrick Creadon
61262.0,Alexandre Aja
61289.0,Takashi Miike
61319.0,Shane Meadows
61323.0,Ethan Coen
61348.0,Jason Friedberg
61350.0,Mathieu Kassovitz
61352.0,Jeffrey Nachmanoff
61394.0,Tom Kuntz
61401.0,Frank Miller
61465.0,Danny Pang
61628.0,Yang Zhang
61692.0,Eduardo Sánchez
61697.0,Jon Avnet
61705.0,Neil LaBute
61729.0,David Koepp
61818.0,Lance Mungia
61986.0,Ed Harris
62008.0,Frank Sudol
62081.0,D.J. Caruso
62113.0,Robert B. Weide
62155.0,Peter Sollett
62208.0,Mikio Naruse
62250.0,Matteo Garrone
62293.0,Saul Dibb
62299.0,Michael Roesch
62344.0,Jonathan Demme
62374.0,Ridley Scott
62376.0,Gil Kenan
62383.0,Stuart Paton
62394.0,John Moore
62434.0,Kevin Smith
62437.0,Oliver Stone
62439.0,Howard Deutch
62511.0,Charlie Kaufman
62553.0,Gina Prince-Bythewood
62586.0,David Zucker
62644.0,Dennis Gansel
62662.0,Wim Wenders
62718.0,Gurinder Chadha
62792.0,Gavin O'Connor
62799.0,Gary Fleder
62834.0,Michael Vejar
